pl_name,hostname,pl_rade,pl_dens,pl_orbeccen,pl_eqt,pl_orbsmax,st_teff,st_mass,st_age
Kepler-1720 b,Kepler-1720,3.21585295,1.000631880307906,0.0,697.0,0.1043,5573.0,0.939,0.5
Kepler-1721 b,Kepler-1721,3.11856756,1.0260415958332745,0.0,924.0,0.0519,5351.0,0.89,0.7
Kepler-1722 b,Kepler-1722,2.86719266,1.0986122886681096,0.0,753.0,0.0819,5506.0,0.876,1.4
Kepler-1723 b,Kepler-1723,2.88046569,1.095273387402595,0.0,568.0,0.2249,6072.0,0.96,3.3
Kepler-1724 b,Kepler-1724,2.83677238,1.1085626195212777,0.0,999.0,0.0683,6092.0,1.016,0.3
Kepler-1725 b,Kepler-1725,2.8125177,1.11514159061932,0.0,767.0,0.13263,6020.0,1.049,0.89
Kepler-1726 b,Kepler-1726,2.50861954,1.2178757094949273,0.0,582.0,0.12794,5316.0,0.876,2.51
Kepler-1727 b,Kepler-1727,3.17321625,1.01160091167848,0.0,757.0,0.0796,5349.0,0.8240000000000001,9.7
Kepler-1728 b,Kepler-1728,2.95501875,1.075002423028976,0.0,886.0,0.0535,5170.0,0.891,12.8
Kepler-1729 b,Kepler-1729,3.89404186,0.8501509293696101,0.0,595.0,0.0418,3837.0,0.544,1.2
Kepler-173 b,Kepler-173,1.29,1.8961194845522975,0.0,1179.0,0.048,6031.0,1.067,3.3
Kepler-173 c,Kepler-173,2.43,1.247032293786383,0.0,956.0,0.074,6031.0,1.067,3.3
Kepler-1730 b,Kepler-1730,4.48524519,0.7514160886839212,0.0,833.0,0.1130999999999999,5942.0,1.009,7.4
Kepler-1731 b,Kepler-1731,2.93295657,1.0784095813505905,0.0,486.0,0.1399,4859.0,0.7809999999999999,2.14
Kepler-1732 b,Kepler-1732,4.09903273,0.8109302162163288,0.0,699.0,0.2015,5821.0,1.043,2.0
Kepler-1733 b,Kepler-1733,3.63582354,0.9001613499442714,0.0,1021.0,0.0933,6320.0,1.2729999999999997,0.2
Kepler-1734 b,Kepler-1734,3.08851092,1.0367368849500225,0.0,985.0,0.0714,6061.0,1.05,0.3
Kepler-1735 b,Kepler-1735,1.19429134,1.937301774518713,0.0,502.0,0.0621,3975.0,0.535,8.17
Kepler-1736 b,Kepler-1736,3.8765856,0.8544153281560676,0.0,566.0,0.2188,6085.0,0.976,1.7
Kepler-1737 b,Kepler-1737,5.395,0.6302073807860712,0.0,383.0,0.297,5043.0,0.834,13.7
Kepler-1738 b,Kepler-1738,2.82472883,1.1118575154181305,0.0,957.0,0.0781,6063.0,1.079,0.3
Kepler-1739 b,Kepler-1739,2.43056832,1.247032293786383,0.0,839.0,0.0697,5757.0,0.865,0.4
Kepler-174 b,Kepler-174,1.96,1.4539530095937054,0.0,553.0,0.1,4880.0,0.602,4.9
Kepler-174 c,Kepler-174,1.49,1.7404661748405044,0.0,377.0,0.214,4880.0,0.602,4.9
Kepler-174 d,Kepler-174,2.19,1.3454723665996355,0.0,212.0,0.677,4880.0,0.602,4.9
Kepler-1740 b,Kepler-1740,3.32321414,0.9745596399981308,0.0,858.0,0.0779,5705.0,0.943,3.1441
Kepler-1741 b,Kepler-1741,1.273,1.9095425048844383,0.0,615.0,0.0296,3683.0,0.454,13.4
Kepler-1742 b,Kepler-1742,2.1782413,1.3506671834767394,0.0,462.0,0.2587,5776.0,0.939,0.5
Kepler-1743 b,Kepler-1743,1.59887007,1.66392609771817,0.0,1144.0,0.084,5855.0,1.266,3.72
Kepler-1744 b,Kepler-1744,3.76754004,0.8754687373538999,0.0,532.0,0.20945,5986.0,0.886,7.76
Kepler-1745 b,Kepler-1745,1.92872921,1.4701758451005928,0.0,1449.0,0.0408,5611.0,0.995,2.1
Kepler-1746 b,Kepler-1746,8.93504475,0.3750059006234558,0.0,310.0,0.94082,6018.0,1.09,5.75
Kepler-1747 b,Kepler-1747,4.26508,0.7839015438284094,0.0,875.0,0.066,5477.0,0.983,0.7
Kepler-1748 b,Kepler-1748,2.71275017,1.1474024528375415,0.0,955.0,0.0615,5774.0,0.916,2.4763
Kepler-1749 b,Kepler-1749,1.61301783,1.6544112780768316,0.0,420.0,0.0956,3957.0,0.551,3.72
Kepler-175 b,Kepler-175,2.56,1.199964782928397,0.0,827.0,0.105,6064.0,0.969,3.39
Kepler-175 c,Kepler-175,3.1,1.0331844833456545,0.0,583.0,0.213,6064.0,0.969,3.39
Kepler-1750 b,Kepler-1750,6.00434637,0.5675839575845996,0.0,298.0,0.6785000000000001,5644.0,0.981,0.5
Kepler-1751 b,Kepler-1751,1.82417378,1.5260563034950494,0.0,984.0,0.0712,6052.0,0.974,1.9
Kepler-1752 b,Kepler-1752,4.54060463,0.7419373447293773,0.0,419.0,0.2698,5446.0,0.8240000000000001,7.2
Kepler-1753 b,Kepler-1753,2.22678077,1.3297240096314962,0.0,583.0,0.1179,5180.0,0.86,6.2
Kepler-1754 b,Kepler-1754,2.43996509,1.244154593958768,0.0,672.0,0.0718,4723.0,0.734,7.44
Kepler-1755 b,Kepler-1755,5.91688317,0.5766133643039938,0.0,631.0,0.1668,6086.0,1.003,0.3
Kepler-1756 b,Kepler-1756,1.47199944,1.752672080520008,0.0,1093.0,0.0319,4915.0,0.7809999999999999,13.7
Kepler-1757 b,Kepler-1757,2.94660251,1.075002423028976,0.0,549.0,0.1335,5288.0,0.8279999999999998,0.7
Kepler-1758 b,Kepler-1758,2.57059831,1.1969481893889715,0.0,1028.0,0.0919,5557.0,1.035,0.4
Kepler-1759 b,Kepler-1759,0.9037791,1.7967470107390942,0.0,954.0,0.0429,5017.0,0.76,13.8
Kepler-176 c,Kepler-176,2.6,0.396760667478018,0.0,633.0,0.102,5232.0,0.86,2.45
Kepler-176 d,Kepler-176,2.51,0.4700036292457356,0.0,501.0,0.163,5232.0,0.86,2.45
Kepler-176 e,Kepler-176,1.45,0.0401817896328318,0.0,398.0,0.25654,5295.0,0.87,4.68
Kepler-1760 b,Kepler-1760,2.28995546,1.3029127521808397,0.0,480.0,0.2084,5229.0,0.821,0.6
Kepler-1761 b,Kepler-1761,1.39109603,1.8115620965242347,0.0,613.0,0.0413,3871.0,0.573,3.9
Kepler-1762 b,Kepler-1762,2.76022913,1.1314021114911006,0.0,714.0,0.204,6572.0,1.2980000000000005,0.28
Kepler-1763 b,Kepler-1763,1.14651332,1.916922612182061,0.0,1822.0,0.0257,5897.0,1.026,5.4
Kepler-1764 b,Kepler-1764,4.55527871,0.7371640659767197,0.0,511.0,0.3512,6461.0,1.162,0.24
Kepler-1765 b,Kepler-1765,2.49508857,1.2237754316221157,0.0,855.0,0.0917,5692.0,0.946,11.9
Kepler-1766 b,Kepler-1766,2.27904508,1.308332819650179,0.0,406.0,0.4161,5868.0,0.915,12.02
Kepler-1767 b,Kepler-1767,3.01299077,1.0577902941478543,0.0,393.0,0.2873,5243.0,0.887,0.6
Kepler-1768 b,Kepler-1768,2.23346338,1.3270750014599193,0.0,933.0,0.1286,6050.0,1.2400000000000002,4.208
Kepler-1769 b,Kepler-1769,4.465,0.7514160886839212,0.0,483.0,0.40598,6071.0,1.061,1.02
Kepler-177 b,Kepler-177,3.5,0.5596157879354227,0.0,549.0,0.21101,5732.0,0.921,11.75
Kepler-177 c,Kepler-177,8.73,0.1142211440900228,0.0,497.0,0.25655,5732.0,0.921,11.75
Kepler-1770 b,Kepler-1770,2.84141754,1.1052568313867783,0.0,699.0,0.1261,5602.0,0.941,12.3
Kepler-1771 b,Kepler-1771,4.05537256,0.8241754429663495,0.0,391.0,0.3815,5661.0,0.941,0.8
Kepler-1772 b,Kepler-1772,2.68609988,1.1568811967920856,0.0,1155.0,0.04391,5541.0,0.942,7.94
Kepler-1773 b,Kepler-1773,3.50469499,0.9321640810304452,0.0,623.0,0.24831,6183.0,1.241,2.91
Kepler-1774 b,Kepler-1774,3.18179549,1.007957920399979,0.0,522.0,0.29496,6214.0,1.101,2.5
Kepler-1775 b,Kepler-1775,3.64762153,0.9001613499442714,0.0,522.0,0.39565,5818.0,1.149,2.57
Kepler-1776 b,Kepler-1776,2.61157023,1.181727195378616,0.0,603.0,0.2093,5872.0,1.041,0.6
Kepler-1777 b,Kepler-1777,2.13189678,1.3711807233098423,0.0,819.0,0.10301,5771.0,0.984,0.46
Kepler-1778 b,Kepler-1778,3.01665969,1.0543120297715298,0.0,942.0,0.0956,6310.0,1.143,0.3
Kepler-1779 b,Kepler-1779,3.03295685,1.0508216248317612,0.0,730.0,0.1264,5730.0,1.008,0.6
Kepler-178 b,Kepler-178,2.9,1.0885619528146082,0.0,846.0,0.085,5676.0,0.852,9.12
Kepler-178 c,Kepler-178,2.88,1.095273387402595,0.0,656.0,0.142,5676.0,0.852,9.12
Kepler-178 d,Kepler-178,3.95,0.8415671856782186,0.0,392.0,0.397,5676.0,0.852,9.12
Kepler-1780 b,Kepler-1780,3.60600667,0.9122827104766162,0.0,340.0,0.4276,5403.0,0.8680000000000001,0.6
Kepler-1781 b,Kepler-1781,2.38091029,1.2669476034873244,0.0,1003.0,0.0574,5568.0,1.053,0.9
Kepler-1782 b,Kepler-1782,2.22927435,1.3297240096314962,0.0,773.0,0.05825,4931.0,0.7940000000000002,2.88
Kepler-1783 b,Kepler-1783,1.31946731,1.8718021769015916,0.0,1088.0,0.07595,5129.0,0.887,1.15
Kepler-1784 b,Kepler-1784,2.79936489,1.118414915964289,0.0,724.0,0.1072,5442.0,0.887,13.8
Kepler-1785 b,Kepler-1785,2.70422447,1.1505720275988207,0.0,666.0,0.13917,5618.0,0.911,0.3
Kepler-1786 b,Kepler-1786,3.16305828,1.01160091167848,0.0,501.0,0.35722,5808.0,1.058,7.76
Kepler-1787 b,Kepler-1787,2.31898181,1.2919836816486496,0.0,540.0,0.227,6060.0,1.008,0.3
Kepler-1788 b,Kepler-1788,2.37850461,1.2669476034873244,0.0,956.0,0.0343,4786.0,0.6860000000000002,13.8
Kepler-1789 b,Kepler-1789,2.83137505,1.1085626195212777,0.0,380.0,0.3543,5436.0,0.9200000000000002,4.5
Kepler-179 b,Kepler-179,1.64,1.6389967146756448,0.0,1075.0,0.036,5302.0,0.893,1.74
Kepler-179 c,Kepler-179,2.0,1.4350845252893227,0.0,810.0,0.064,5302.0,0.893,1.74
Kepler-1790 b,Kepler-1790,3.1446145,1.0188473201992472,0.0,682.0,0.20989,5866.0,1.02,2.88
Kepler-1791 b,Kepler-1791,3.12103321,1.0260415958332745,0.0,1021.0,0.0761,5887.0,0.985,3.73
Kepler-1792 b,Kepler-1792,2.51990972,1.2149127443642704,0.0,1047.0,0.0488,5229.0,0.878,7.415999999999999
Kepler-1793 b,Kepler-1793,3.79037518,0.8712933659434192,0.0,713.0,0.0787,5191.0,0.8500000000000001,3.6
Kepler-1794 b,Kepler-1794,1.79426276,1.5432981099295553,0.0,703.0,0.0821,5052.0,0.7729999999999999,14.0
Kepler-1795 b,Kepler-1795,1.66301611,1.6213664832993742,0.0,520.0,0.1002,4500.0,0.768,5.8
Kepler-1796 b,Kepler-1796,2.75047868,1.1346227261911428,0.0,598.0,0.1879,6036.0,1.018,0.4
Kepler-1797 b,Kepler-1797,3.05774442,1.043804052173115,0.0,684.0,0.1637,6244.0,1.069,0.4
Kepler-1798 b,Kepler-1798,2.30911251,1.2947271675944,0.0,408.0,0.1082,3967.0,0.593,4.36
Kepler-1799 b,Kepler-1799,4.12801189,0.8064758658669486,0.0,770.0,0.1028,5831.0,1.016,0.5
Kepler-18 b,Kepler-18,2.0,1.7749523509116738,0.0,1165.0,0.0447,5345.0,0.972,10.0
Kepler-18 c,Kepler-18,5.49,0.4637340162321401,0.0,899.0,0.0752,5345.0,0.972,10.0
Kepler-18 d,Kepler-18,6.98,0.2390169004704999,0.0,720.0,0.1172,5345.0,0.972,10.0
Kepler-180 b,Kepler-180,1.5,1.7334238922150915,0.0,781.0,0.109,5731.0,0.95,9.7
Kepler-180 c,Kepler-180,3.01,1.0577902941478543,0.0,540.0,0.2289999999999999,5731.0,0.95,9.7
Kepler-1800 b,Kepler-1800,0.99679734,1.8453002361560848,0.0,1533.0,0.05098,5343.0,1.33,11.75
Kepler-1801 b,Kepler-1801,2.70926154,1.1505720275988207,0.0,829.0,0.0915,5738.0,0.9360000000000002,8.1
Kepler-1801 c,Kepler-1801,2.91,1.085189268335969,0.0,371.0,0.4572,5738.0,0.9360000000000002,8.1
Kepler-1802 b,Kepler-1802,1.671,1.617406082083277,0.0,581.0,0.0662,4245.0,0.649,13.9
Kepler-1802 c,Kepler-1802,2.322,1.289232648276759,0.0,357.0,0.1748,4245.0,0.649,13.9
Kepler-1804 b,Kepler-1804,1.59615726,1.667706820558076,0.0,913.0,0.1017,5109.0,0.929,14.0
Kepler-1805 b,Kepler-1805,1.54502915,1.6992786164338898,0.0,479.0,0.0699,3867.0,0.581,1.65
Kepler-1806 b,Kepler-1806,2.35560189,1.2781522025001877,0.0,729.0,0.0813,5311.0,0.8840000000000001,0.6
Kepler-1807 b,Kepler-1807,2.70393215,1.1505720275988207,0.0,1108.0,0.0988,6455.0,1.087,2.95
Kepler-1808 b,Kepler-1808,3.02511302,1.0543120297715298,0.0,601.0,0.1467,5530.0,0.7729999999999999,12.1
Kepler-1809 b,Kepler-1809,1.513,1.7227665977411035,0.0,877.0,0.04444,4901.0,0.8069999999999999,1.55
Kepler-181 b,Kepler-181,1.27,1.912501086924184,0.0,1041.0,0.04,5333.0,0.81,6.46
Kepler-181 c,Kepler-181,1.99,1.4398351280479205,0.0,937.0,0.049,5333.0,0.81,6.46
Kepler-1810 b,Kepler-1810,3.91815325,0.8458682675776092,0.0,380.0,0.4137,5492.0,0.921,4.5
Kepler-1811 b,Kepler-1811,3.84829873,0.8586616190375187,0.0,455.0,0.3462,5561.0,0.946,0.4
Kepler-1812 b,Kepler-1812,2.3249424,1.289232648276759,0.0,1034.0,0.0765,6174.0,1.162,1.0
Kepler-1813 b,Kepler-1813,1.413,1.7967470107390942,0.0,1059.0,0.0364,5167.0,0.812,2.3
Kepler-1814 b,Kepler-1814,2.36961357,1.269760544863939,0.0,1022.0,0.03765,4922.0,0.79,2.82
Kepler-1814 c,Kepler-1814,1.76,1.5644405465033646,0.0,1711.0,0.0133,4922.0,0.79,2.82
Kepler-1815 b,Kepler-1815,2.7489262,1.1346227261911428,0.0,763.0,0.0984,5516.0,0.856,13.5
Kepler-1816 b,Kepler-1816,1.9679397,1.4516138272405332,0.0,310.0,0.35647,5051.0,0.7859999999999999,0.7
Kepler-1817 b,Kepler-1817,2.27349126,1.3110318766193438,0.0,463.0,0.2347999999999999,5316.0,0.878,0.4
Kepler-1818 b,Kepler-1818,1.71360684,1.5912739418064292,0.0,1209.0,0.055,6047.0,1.021,5.4
Kepler-1819 b,Kepler-1819,3.90351256,0.8501509293696101,0.0,760.0,0.1337,6090.0,1.173,0.4
Kepler-182 b,Kepler-182,2.58,1.1939224684724346,0.0,935.0,0.096,6250.0,1.1140000000000003,5.25
Kepler-182 c,Kepler-182,3.43,0.947789398933526,0.0,729.0,0.1569999999999999,6250.0,1.1140000000000003,5.25
Kepler-1820 b,Kepler-1820,3.11883067,1.0260415958332745,0.0,561.0,0.1964,5841.0,1.0469999999999997,0.4
Kepler-1821 b,Kepler-1821,2.59248115,1.1878434223960523,0.0,644.0,0.1244,5475.0,0.946,0.4
Kepler-1822 b,Kepler-1822,2.64755943,1.169381359556317,0.0,507.0,0.1416,5165.0,0.782,0.8
Kepler-1823 b,Kepler-1823,2.0861268,1.3937663759585917,0.0,718.0,0.15332,6000.0,1.068,1.88
Kepler-1824 b,Kepler-1824,2.38127597,1.2669476034873244,0.0,421.0,0.4267,6002.0,1.1349999999999998,0.33
Kepler-1825 b,Kepler-1825,1.42200732,1.790091412127358,0.0,1520.0,0.0187,5123.0,0.8279999999999998,14.0
Kepler-1826 b,Kepler-1826,1.47519116,1.7509374747077997,0.0,806.0,0.0213,3821.0,0.49,5.62
Kepler-1827 b,Kepler-1827,1.85644292,1.5085119938441398,0.0,1329.0,0.04647,5423.0,0.915,10.96
Kepler-1828 b,Kepler-1828,2.11598626,1.3812818192963463,0.0,799.0,0.0924,5806.0,0.996,0.4
Kepler-1829 b,Kepler-1829,2.47887001,1.229640551074514,0.0,860.0,0.0559,5230.0,0.8729999999999999,4.4
Kepler-183 b,Kepler-183,2.06,1.4060969884160703,0.0,1088.0,0.064,5888.0,0.99,5.62
Kepler-183 c,Kepler-183,2.27,2.87919845729804,0.0,857.0,0.103,5888.0,0.99,5.62
Kepler-1830 b,Kepler-1830,3.32992941,0.9745596399981308,0.0,681.0,0.31769,6160.0,1.443,2.4
Kepler-1831 b,Kepler-1831,1.97019818,1.449269160281279,0.0,1051.0,0.0655,6063.0,1.117,0.3
Kepler-1832 b,Kepler-1832,1.22719556,1.9473377010464987,0.0,1022.0,0.037,5242.0,0.684,14.0
Kepler-1833 b,Kepler-1833,1.30027362,1.88706964903238,0.0,1177.0,0.07545,6164.0,1.286,3.89
Kepler-1834 b,Kepler-1834,1.4593834,1.763017000362401,0.0,848.0,0.04911,4821.0,0.765,12.2
Kepler-1834 c,Kepler-1834,1.22,1.9444805562457188,0.0,1541.0,0.015,4821.0,0.765,12.2
Kepler-1835 b,Kepler-1835,3.53387773,0.924258901523332,0.0,808.0,0.0997,5903.0,0.922,4.8
Kepler-1836 b,Kepler-1836,2.55303229,1.2029723039923526,0.0,1093.0,0.0602,6123.0,1.053,1.2299999999999998
Kepler-1837 b,Kepler-1837,2.06673842,1.4011829736136412,0.0,1012.0,0.065,5966.0,1.049,0.5
Kepler-1838 b,Kepler-1838,1.66049425,1.6253112615903906,0.0,1097.0,0.11082,5877.0,1.187,4.47
Kepler-1839 b,Kepler-1839,1.9493759,1.4609379041156565,0.0,1049.0,0.0583,5926.0,1.03,0.4
Kepler-184 b,Kepler-184,2.36,1.275362800412609,0.0,780.0,0.092,5788.0,0.872,2.95
Kepler-184 c,Kepler-184,1.97,1.99061032797322,0.0,630.0,0.141,5788.0,0.872,2.95
Kepler-184 d,Kepler-184,2.49,1.2267122912954256,0.0,559.0,0.179,5788.0,0.872,2.95
Kepler-1840 b,Kepler-1840,2.77771129,1.1249295969854831,0.0,284.0,0.4620600000000001,4898.0,0.7740000000000001,14.0
Kepler-1841 b,Kepler-1841,1.48912557,1.7387102481382395,0.0,542.0,0.1606,5190.0,0.823,11.6
Kepler-1842 b,Kepler-1842,2.35388681,1.2781522025001877,0.0,822.0,0.116,5970.0,1.057,7.0
Kepler-1843 b,Kepler-1843,2.70909809,1.1505720275988207,0.0,772.0,0.17871,5422.0,1.02,6.17
Kepler-1844 b,Kepler-1844,3.03648191,1.0508216248317612,0.0,1074.0,0.0478,5776.0,0.939,6.991999999999999
Kepler-1845 b,Kepler-1845,2.43836702,1.244154593958768,0.0,584.0,0.0885,4703.0,0.6860000000000002,1.0
Kepler-1846 b,Kepler-1846,1.76378826,1.5623463049002495,0.0,552.0,0.11054,4825.0,0.785,14.0
Kepler-1847 b,Kepler-1847,2.74516914,1.1378330018213914,0.0,843.0,0.0989,6122.0,1.041,0.4
Kepler-1848 b,Kepler-1848,1.4088539,1.80005827204275,0.0,774.0,0.05835,4847.0,0.756,1.82
Kepler-1849 b,Kepler-1849,2.38685349,1.264126727145683,0.0,355.0,0.2597,4806.0,0.7090000000000001,13.5
Kepler-185 b,Kepler-185,1.17,1.927164106234258,0.0,1237.0,0.026,5208.0,0.763,11.9
Kepler-185 c,Kepler-185,2.02,1.425515074273172,0.0,530.0,0.139,5208.0,0.763,11.9
Kepler-1850 b,Kepler-1850,0.72909663,1.6937790608678511,0.0,1008.0,0.0206,4239.0,0.611,13.8
Kepler-1851 b,Kepler-1851,3.90012032,0.8501509293696101,0.0,776.0,0.1016,5982.0,0.967,0.3
Kepler-1852 b,Kepler-1852,1.88610592,1.4951487660319729,0.0,760.0,0.0762,5237.0,0.927,8.6
Kepler-1853 b,Kepler-1853,1.51862272,1.7191887763932197,0.0,386.0,0.2395,4821.0,0.765,14.0
Kepler-1854 b,Kepler-1854,2.58746104,1.1908875647772803,0.0,420.0,0.20894,5026.0,0.8,12.88
Kepler-1855 b,Kepler-1855,1.216205,1.9444805562457188,0.0,849.0,0.0115,3460.0,0.385,5.85
Kepler-1856 b,Kepler-1856,1.73447868,1.578978704949392,0.0,1344.0,0.0215,4948.0,0.782,10.9
Kepler-1857 b,Kepler-1857,1.96065412,1.4539530095937054,0.0,946.0,0.08308,6074.0,0.8729999999999999,7.94
Kepler-1858 b,Kepler-1858,2.42168247,1.249901736214336,0.0,330.0,0.3575,4939.0,0.785,0.7
Kepler-1859 b,Kepler-1859,1.58313575,1.673351238177753,0.0,1455.0,0.0394,5887.0,1.09,2.5
Kepler-1859 c,Kepler-1859,1.66,1.623340817603092,0.0,1327.0,0.0473,5887.0,1.09,2.5
Kepler-186 b,Kepler-186,1.07,1.8809906029559975,0.0,571.0,0.0343,3788.0,0.478,4.0
Kepler-186 c,Kepler-186,1.25,1.9329696377795784,0.0,464.0,0.0451,3788.0,0.478,4.0
Kepler-186 d,Kepler-186,1.4,1.8066480817218056,0.0,379.0,0.0781,3788.0,0.478,4.0
Kepler-186 e,Kepler-186,1.27,1.912501086924184,0.0,319.0,0.11,3788.0,0.478,4.0
Kepler-186 f,Kepler-186,1.17,1.927164106234258,0.04,177.0,0.432,3755.0,0.544,4.0
Kepler-1860 b,Kepler-1860,1.13863767,1.912501086924184,0.0,697.0,0.10625,5420.0,0.8739999999999999,1.55
Kepler-1861 b,Kepler-1861,2.20677414,1.3376291891386096,0.0,617.0,0.24082,5855.0,1.161,4.57
Kepler-1862 b,Kepler-1862,2.203,1.3402504226184837,0.0,645.0,0.1199,5644.0,0.9,0.4
Kepler-1863 b,Kepler-1863,2.26309256,1.3137236682850553,0.0,508.0,0.23678,5871.0,1.097,12.02
Kepler-1864 b,Kepler-1864,0.75408365,1.7083778602890038,0.0,1156.0,0.049,5854.0,1.03,1.62
Kepler-1865 b,Kepler-1865,1.57686072,1.6789639750827106,0.0,1203.0,0.0344,5420.0,0.8489999999999999,11.6
Kepler-1866 b,Kepler-1866,2.08215108,1.396244691973059,0.0,834.0,0.1016,5791.0,1.03,0.3
Kepler-1867 b,Kepler-1867,1.15985997,1.918392120161421,0.0,768.0,0.0872,5693.0,0.911,0.5
Kepler-1868 b,Kepler-1868,3.14950109,1.0224509277025458,0.0,215.0,0.62348,4658.0,0.7429999999999999,14.0
Kepler-1869 b,Kepler-1869,1.11955354,1.9050881545350584,0.0,865.0,0.07976,5808.0,0.987,1.29
Kepler-1869 c,Kepler-1869,0.74,1.6992786164338898,0.0,1455.0,0.028,5808.0,0.987,1.29
Kepler-187 b,Kepler-187,1.41,1.7984040119467235,0.0,1244.0,0.059,6105.0,1.081,6.46
Kepler-187 c,Kepler-187,2.67,1.1631508098056809,0.0,963.0,0.099,6105.0,1.081,6.46
Kepler-1870 b,Kepler-1870,2.10143764,1.3862943611198906,0.0,1046.0,0.0452,5508.0,0.955,0.79
Kepler-1871 b,Kepler-1871,2.42172881,1.249901736214336,0.0,1403.0,0.0308,5741.0,1.02,5.7
Kepler-1872 b,Kepler-1872,2.38421141,1.2669476034873244,0.0,1005.0,0.0465,5223.0,0.913,4.646
Kepler-1873 b,Kepler-1873,1.62573811,1.6467336971777973,0.0,1787.0,0.0128,5151.0,0.903,1.0
Kepler-1874 b,Kepler-1874,2.21110724,1.3376291891386096,0.0,356.0,0.2633,4701.0,0.758,13.8
Kepler-1875 b,Kepler-1875,3.22686692,1.000631880307906,0.0,559.0,0.2038999999999999,6161.0,0.95,0.3
Kepler-1876 b,Kepler-1876,0.853,2.995732273553991,0.098,1299.0,0.0758,6104.0,1.187,4.4
Kepler-1877 b,Kepler-1877,0.624086,1.6193882432872684,0.0,1278.0,0.03472,5615.0,1.022,4.9
Kepler-1878 b,Kepler-1878,2.92019781,1.085189268335969,0.0,1063.0,0.0521,5918.0,0.9559999999999998,4.729
Kepler-1879 b,Kepler-1879,2.06512018,1.4036429994545037,0.0,987.0,0.0957,5865.0,1.023,7.94
Kepler-188 b,Kepler-188,1.68,1.6114359150967734,0.0,1463.0,0.032,6021.0,1.021,5.8
Kepler-188 c,Kepler-188,3.19,1.007957920399979,0.0,1025.0,0.066,6021.0,1.021,5.8
Kepler-1880 b,Kepler-1880,2.11686218,1.3787660946990992,0.0,606.0,0.054,4380.0,0.524,13.6
Kepler-1881 b,Kepler-1881,2.98104391,1.0647107369924282,0.0,289.0,0.53325,5135.0,0.812,0.9
Kepler-1882 b,Kepler-1882,1.48674404,1.7404661748405044,0.0,894.0,0.11636,5691.0,1.068,6.61
Kepler-1883 b,Kepler-1883,3.25107395,0.9932517730102834,0.0,416.0,0.4438,6208.0,1.086,1.812
Kepler-1884 b,Kepler-1884,1.81406781,1.534714366238164,0.0,864.0,0.0845,5984.0,0.993,0.3
Kepler-1885 b,Kepler-1885,1.51110555,1.7227665977411035,0.0,1205.0,0.036,5591.0,0.977,0.9
Kepler-1886 b,Kepler-1886,2.58158428,1.1908875647772803,0.0,580.0,0.16,5745.0,0.9280000000000002,1.99
Kepler-1887 b,Kepler-1887,2.92454357,1.0818051703517284,0.0,625.0,0.1421,5749.0,0.961,0.5
Kepler-1888 b,Kepler-1888,1.32578716,1.867176108512809,0.0,886.0,0.0956,5557.0,0.8969999999999999,11.3
Kepler-1889 b,Kepler-1889,2.94360686,1.075002423028976,0.0,493.0,0.2082,5646.0,0.864,7.075
Kepler-189 b,Kepler-189,1.21,1.9401794743463283,0.0,678.0,0.0879999999999999,5235.0,0.8030000000000002,3.98
Kepler-189 c,Kepler-189,2.38,2.327277705584417,0.0,544.0,0.137,5235.0,0.8030000000000002,3.98
Kepler-1890 b,Kepler-1890,0.86867375,1.7783364488959144,0.0,1328.0,0.05712,6046.0,1.024,2.65
Kepler-1891 b,Kepler-1891,1.52139156,1.717395053939193,0.0,1017.0,0.0473,5516.0,0.8729999999999999,3.7
Kepler-1892 b,Kepler-1892,1.83707938,1.5195132049061133,0.0,822.0,0.0633,5383.0,0.851,0.5
Kepler-1893 b,Kepler-1893,1.70557445,1.5953389880545987,0.0,1194.0,0.0504,5633.0,0.973,13.9
Kepler-1894 b,Kepler-1894,1.20117759,1.935859813201812,0.0,1231.0,0.0385,5772.0,0.999,0.5
Kepler-1894 c,Kepler-1894,1.21,1.9401794743463283,0.0,1007.0,0.0576,5772.0,0.999,0.5
Kepler-1895 b,Kepler-1895,2.11934728,1.3787660946990992,0.0,789.0,0.0615,5076.0,0.86,1.2
Kepler-1896 b,Kepler-1896,3.09935997,1.0331844833456545,0.0,536.0,0.2529,6122.0,1.07,1.125
Kepler-1897 b,Kepler-1897,2.81407954,1.11514159061932,0.0,505.0,0.1546,5165.0,0.8590000000000001,4.2
Kepler-1898 b,Kepler-1898,0.93353523,1.81319474994812,0.0,1167.0,0.05063,5702.0,0.8370000000000001,13.18
Kepler-1899 b,Kepler-1899,1.55098292,1.695615608675153,0.0,851.0,0.0457,4791.0,0.7590000000000001,13.9
Kepler-19 b,Kepler-19,2.209,1.410986973710262,0.41,851.0,0.0846,5541.0,0.9360000000000002,1.9
Kepler-19 c,Kepler-19,3.68,0.8919980393051105,0.21,661.7239999999999,0.1765736996,5544.0,0.9360000000000002,1.9
Kepler-19 d,Kepler-19,5.06,0.669878553620591,0.05,483.5,0.102,5544.0,0.9360000000000002,1.9
Kepler-190 b,Kepler-190,1.56,1.6882490928583902,0.0,1166.0,0.03,5106.0,0.834,1.48
Kepler-190 c,Kepler-190,1.46,1.7613002617433464,0.0,948.0,0.045,5106.0,0.834,1.48
Kepler-1900 b,Kepler-1900,1.62314676,1.6486586255873816,0.0,1356.0,0.042,6173.0,1.104,0.4
