pl_name,hostname,pl_rade,pl_dens,pl_orbeccen,pl_eqt,pl_orbsmax,st_teff,st_mass,st_age
Kepler-102 e,Kepler-102,2.17,1.252762968495368,0.089,590.0,0.1162,4909.0,0.8030000000000002,1.1
Kepler-1020 b,Kepler-1020,2.28,1.308332819650179,0.0,325.0,0.37594,5227.0,0.87,3.63
Kepler-1021 b,Kepler-1021,2.33,1.2864740258376797,0.0,634.0,0.1034,5431.0,0.89,4.68
Kepler-1022 b,Kepler-1022,2.36,1.275362800412609,0.0,512.0,0.0805,4445.0,0.71,3.63
Kepler-1023 b,Kepler-1023,2.63,1.175573329804238,0.0,524.0,0.30284,5494.0,0.9300000000000002,4.47
Kepler-1024 b,Kepler-1024,3.91,0.8458682675776092,0.0,376.0,0.3033,5143.0,0.81,5.25
Kepler-1025 b,Kepler-1025,1.98,1.4445632692438664,0.0,1654.0,0.2160699999999999,6089.0,1.09,3.31
Kepler-1026 b,Kepler-1026,2.21,1.3376291891386096,0.0,425.0,0.1977,4948.0,0.79,4.57
Kepler-1027 b,Kepler-1027,0.89,1.790091412127358,0.0,1268.0,0.02911,5436.0,0.91,1.41
Kepler-1028 b,Kepler-1028,1.33,1.8625285401162623,0.0,1217.0,0.0354,5522.0,0.9,4.68
Kepler-1029 b,Kepler-1029,1.26,1.9242486522741336,0.0,790.0,0.047,5030.0,0.8200000000000001,4.07
Kepler-103 b,Kepler-103,3.4857,0.924258901523332,0.171,973.0,0.133,6047.0,1.212,6.03
Kepler-103 c,Kepler-103,5.4539,1.091923300517313,0.103,434.0,0.6679,6047.0,1.212,6.03
Kepler-1030 b,Kepler-1030,2.48,1.229640551074514,0.0,529.0,0.1338,4983.0,0.8,4.37
Kepler-1031 b,Kepler-1031,0.87,1.7783364488959144,0.0,2024.0,0.0218,6011.0,1.09,3.39
Kepler-1032 b,Kepler-1032,1.87,1.5040773967762742,0.0,802.0,0.0361,4647.0,0.77,1.86
Kepler-1033 b,Kepler-1033,2.51,1.2178757094949273,0.0,914.0,0.0761,5547.0,0.94,5.01
Kepler-1034 b,Kepler-1034,2.26,1.316408233655724,0.0,675.0,0.0965,5198.0,0.83,4.79
Kepler-1035 b,Kepler-1035,1.17,1.927164106234258,0.0,1301.0,0.03883,5763.0,0.98,4.47
Kepler-1036 b,Kepler-1036,3.01,1.0577902941478543,0.0,326.0,0.47726,5533.0,0.95,3.24
Kepler-1037 b,Kepler-1037,1.28,1.9035989509835904,0.0,1650.0,0.0198,5105.0,0.8200000000000001,5.13
Kepler-1038 b,Kepler-1038,3.53,0.924258901523332,0.0,285.0,0.5238,5335.0,0.87,4.27
Kepler-1038 c,Kepler-1038,1.4162338,1.7934247485471162,0.0,784.0,0.0692,5159.0,0.8680000000000001,14.0
Kepler-1039 b,Kepler-1039,1.46,1.7613002617433464,0.0,2080.0,0.01714,4870.0,0.79,4.37
Kepler-104 b,Kepler-104,3.1,1.622324127378673,0.0,852.0,0.094,5711.0,0.818,13.18
Kepler-104 c,Kepler-104,3.13,1.3850072831903335,0.0,668.0,0.153,5711.0,0.818,13.18
Kepler-104 d,Kepler-104,3.58,0.9815318811107804,0.0,515.0,0.257,5711.0,0.818,13.18
Kepler-1040 b,Kepler-1040,2.08,1.396244691973059,0.0,300.0,0.6724899999999999,5694.0,0.98,4.17
Kepler-1041 b,Kepler-1041,2.94,1.0784095813505905,0.0,644.0,0.1688,5957.0,1.06,3.55
Kepler-1042 b,Kepler-1042,2.19,1.3454723665996355,0.0,574.0,0.0756,4815.0,0.75,4.79
Kepler-1043 b,Kepler-1043,2.55,1.2029723039923526,0.0,532.0,0.2159,5629.0,0.9200000000000002,4.47
Kepler-1044 b,Kepler-1044,2.67,1.1631508098056809,0.0,1058.0,0.0741,5985.0,1.08,3.55
Kepler-1045 b,Kepler-1045,2.69,1.1537315878891892,0.0,512.0,0.1616,5301.0,0.86,4.47
Kepler-1046 b,Kepler-1046,1.71,1.5933085305042167,0.0,786.0,0.11858,5913.0,1.04,3.63
Kepler-1047 b,Kepler-1047,2.09,1.3912819026309298,0.0,503.0,0.29871,5754.0,1.08,4.47
Kepler-1047 c,Kepler-1047,0.99,1.8421356765531216,0.0,1309.0,0.04413,5754.0,1.08,4.47
Kepler-1048 b,Kepler-1048,1.61,1.6563214983329508,0.0,619.0,0.059,4651.0,0.75,3.98
Kepler-1049 b,Kepler-1049,0.95,1.8213182714695997,0.0,625.0,0.0349,3864.0,0.51,3.8
Kepler-105 b,Kepler-105,2.53,1.5432981099295553,0.02,1418.0,0.06016,5933.0,0.991,4.27
Kepler-105 c,Kepler-105,1.44,2.4336133554004498,0.02,997.0,0.07229,5933.0,0.991,4.27
Kepler-1050 b,Kepler-1050,1.6,1.66392609771817,0.0,1039.0,0.12353,6010.0,1.09,3.55
Kepler-1050 c,Kepler-1050,1.48,1.7457155307266483,0.0,935.0,0.15264,6010.0,1.09,3.55
Kepler-1051 b,Kepler-1051,3.4,0.959350221334602,0.0,850.0,0.18395,6675.0,1.4300000000000002,1.74
Kepler-1052 b,Kepler-1052,2.93,1.0818051703517284,0.0,522.0,0.20988,5888.0,1.03,3.55
Kepler-1052 c,Kepler-1052,2.3,1.297463147413275,0.0,302.0,0.6135,5818.0,0.9370000000000002,1.2
Kepler-1053 b,Kepler-1053,0.98,1.8373699804801076,0.0,953.0,0.0315,4529.0,0.74,3.09
Kepler-1054 b,Kepler-1054,2.63,1.175573329804238,0.0,1177.0,0.05542,6209.0,1.22,2.82
Kepler-1055 b,Kepler-1055,1.23,1.94876321803772,0.0,1304.0,0.0335,5723.0,0.98,3.09
Kepler-1056 b,Kepler-1056,3.01,1.0577902941478543,0.0,590.0,0.1628999999999999,6127.0,1.12,2.95
Kepler-1057 b,Kepler-1057,3.36,0.9631743177730056,0.0,724.0,0.1138,5987.0,1.07,3.09
Kepler-1058 b,Kepler-1058,2.72,1.144222799920162,0.0,239.0,0.3678999999999999,4644.0,0.73,3.39
Kepler-1059 b,Kepler-1059,1.73,1.5810384379124025,0.0,908.0,0.044,4906.0,0.75,5.37
Kepler-106 b,Kepler-106,0.82,1.269760544863939,0.0,1021.0,0.06491,5858.0,1.0,4.83
Kepler-106 c,Kepler-106,2.5,1.4539530095937054,0.0,785.0,0.10987,5858.0,1.0,4.83
Kepler-106 d,Kepler-106,0.95,1.269760544863939,0.0,649.0,0.16063,5858.0,1.0,4.83
Kepler-106 e,Kepler-106,2.56,1.410986973710262,0.0,531.0,0.24006,5858.0,1.0,4.83
Kepler-1060 b,Kepler-1060,2.38,1.2669476034873244,0.0,484.0,0.2495,5797.0,0.99,4.27
Kepler-1061 b,Kepler-1061,1.98,1.4445632692438664,0.0,1332.0,0.0388,6067.0,1.09,2.14
Kepler-1062 b,Kepler-1062,1.76,1.5644405465033646,0.0,583.0,0.0748,4597.0,0.75,2.45
Kepler-1063 b,Kepler-1063,1.49,1.7404661748405044,0.0,931.0,0.1176,5945.0,1.09,3.39
Kepler-1064 b,Kepler-1064,1.55,1.6974487897568138,0.0,570.0,0.1183,5153.0,0.8500000000000001,3.89
Kepler-1065 b,Kepler-1065,3.73,0.8837675401685949,0.0,1092.0,0.0455,5635.0,0.94,4.47
Kepler-1065 c,Kepler-1065,1.6,1.66392609771817,0.0,1256.0,0.0344,5635.0,0.94,4.47
Kepler-1066 b,Kepler-1066,2.36,1.275362800412609,0.0,1290.0,0.0298,5762.0,0.98,3.8
Kepler-1067 b,Kepler-1067,0.8,1.7387102481382395,0.0,1872.0,0.0164,5592.0,0.95,4.79
Kepler-1067 c,Kepler-1067,1.74682428,1.5706970841176695,0.0,973.0,0.06069,5594.0,0.981,0.81
Kepler-1068 b,Kepler-1068,3.63,0.904218150639886,0.0,702.0,0.13038,5806.0,1.01,4.17
Kepler-1069 b,Kepler-1069,1.6,1.66392609771817,0.0,823.0,0.16587,5722.0,0.99,4.37
Kepler-107 b,Kepler-107,1.536,1.916922612182061,0.1,1592.0,0.04544,5854.0,1.238,4.29
Kepler-107 c,Kepler-107,1.597,2.6741486494265287,0.08,1378.0,0.06064,5854.0,1.238,4.29
Kepler-107 e,Kepler-107,2.903,1.430311246536665,0.1,955.0,0.12638,5854.0,1.238,4.29
Kepler-1070 b,Kepler-1070,1.73,1.5810384379124025,0.0,1101.0,0.06753,6261.0,1.21,2.75
Kepler-1071 b,Kepler-1071,2.38,1.2669476034873244,0.0,814.0,0.0629,5215.0,0.86,4.27
Kepler-1072 b,Kepler-1072,1.58,1.6770965609079151,0.0,1849.0,0.02742,6199.0,1.2,2.88
Kepler-1073 b,Kepler-1073,2.3,1.297463147413275,0.0,905.0,0.0805,5792.0,1.0,3.72
Kepler-1073 c,Kepler-1073,1.64,1.6389967146756448,0.0,1169.0,0.0483,5792.0,1.0,3.72
Kepler-1073 d,Kepler-1073,1.48770949,1.7422190236679187,0.0,1369.0,0.0352,5509.0,0.924,3.72
Kepler-1074 b,Kepler-1074,1.25,1.9329696377795784,0.0,568.0,0.0536,4002.0,0.6000000000000001,3.55
Kepler-1075 b,Kepler-1075,1.42,1.790091412127358,0.0,818.0,0.0208,3959.0,0.56,2.95
Kepler-1076 b,Kepler-1076,0.8,1.7387102481382395,0.0,770.0,0.0611,4868.0,0.79,3.72
Kepler-1077 b,Kepler-1077,2.77,1.128171090909654,0.0,576.0,0.2101,5816.0,1.02,4.17
Kepler-1078 b,Kepler-1078,1.9,1.4861396960896067,0.0,1122.0,0.0388,5612.0,0.94,4.37
Kepler-1079 b,Kepler-1079,1.63,1.6428726885203375,0.0,887.0,0.1092,5758.0,1.08,6.61
Kepler-108 b,Kepler-108,8.65,0.3886579897917831,0.22,669.0,0.2919999999999999,5854.0,1.247,3.89
Kepler-108 c,Kepler-108,8.18,0.4127716832906025,0.04,426.0,0.7210000000000001,5854.0,1.247,3.89
Kepler-1080 b,Kepler-1080,3.28,0.9858167945227652,0.0,548.0,0.3781,5956.0,1.1,3.89
Kepler-1081 b,Kepler-1081,1.01,1.8547342683894437,0.0,972.0,0.04662,5345.0,0.8800000000000001,4.68
Kepler-1082 b,Kepler-1082,1.12,1.9035989509835904,0.0,1827.0,0.02571,5923.0,1.03,5.75
Kepler-1083 b,Kepler-1083,3.36,0.9631743177730056,0.0,448.0,0.1899,5049.0,0.81,4.68
Kepler-1084 b,Kepler-1084,1.11,1.8976198599275325,0.0,1737.0,0.0324,6113.0,1.12,4.07
Kepler-1085 b,Kepler-1085,7.22,0.4712528486461674,0.0,313.0,0.7336099999999999,6000.0,1.11,3.39
Kepler-1085 c,Kepler-1085,3.26817741,0.9858167945227652,0.0,491.0,0.2979800000000001,5816.0,1.05,1.07
Kepler-1086 b,Kepler-1086,2.44,1.244154593958768,0.0,433.0,0.1198,4350.0,0.7,2.88
Kepler-1086 c,Kepler-1086,2.94,1.0784095813505905,0.0,211.0,0.503,4350.0,0.7,2.88
Kepler-1087 b,Kepler-1087,0.61,1.6074359097634274,0.0,2161.0,0.01554,5589.0,0.96,3.55
Kepler-1088 b,Kepler-1088,1.42,1.790091412127358,0.0,667.0,0.16163,5975.0,1.08,3.02
Kepler-1089 b,Kepler-1089,1.83,1.5260563034950494,0.0,584.0,0.0497,3753.0,0.52,3.72
Kepler-109 b,Kepler-109,2.49,0.9932517730102834,0.11,1276.0,0.0701,5950.0,1.094,6.2
Kepler-109 c,Kepler-109,2.65,1.2237754316221157,0.098,859.0,0.1546,5950.0,1.094,6.2
Kepler-1090 b,Kepler-1090,2.25,1.3190856114264409,0.0,297.0,0.63323,5321.0,0.86,4.37
Kepler-1090 c,Kepler-1090,3.29265785,0.9858167945227652,0.0,496.0,0.2262199999999999,5330.0,0.8690000000000001,12.59
Kepler-1091 b,Kepler-1091,1.46,1.7613002617433464,0.0,1664.0,0.0252,5851.0,1.01,3.47
Kepler-1092 b,Kepler-1092,2.07,1.4011829736136412,0.0,508.0,0.2996,5862.0,0.99,3.8
Kepler-1093 b,Kepler-1093,1.95,1.4609379041156565,0.0,776.0,0.1754299999999999,6166.0,1.13,2.95
Kepler-1093 c,Kepler-1093,1.96,1.4539530095937054,0.0,508.0,0.41037,6166.0,1.13,2.95
Kepler-1094 b,Kepler-1094,3.18,1.007957920399979,0.0,480.0,0.3625,6112.0,1.14,3.09
Kepler-1095 b,Kepler-1095,1.21,1.9401794743463283,0.0,1108.0,0.0514,5658.0,0.94,4.47
Kepler-1096 b,Kepler-1096,1.24,1.9416152247724323,0.0,794.0,0.034,4306.0,0.6599999999999999,3.8
Kepler-1097 b,Kepler-1097,3.26,0.9932517730102834,0.0,267.0,0.5791,5211.0,0.8200000000000001,4.9
Kepler-1098 b,Kepler-1098,1.3,1.88706964903238,0.0,1319.0,0.0358,5794.0,0.99,3.98
Kepler-1099 b,Kepler-1099,2.83,1.1118575154181305,0.0,1558.0,0.0337,5837.0,1.01,3.63
Kepler-11 b,Kepler-11,1.8,1.000631880307906,0.045,849.0,0.091,5663.0,0.961,8.5
Kepler-11 c,Kepler-11,2.87,0.5068176023684519,0.026,786.0,0.107,5663.0,0.961,8.5
Kepler-11 d,Kepler-11,3.12,0.8241754429663495,0.004,653.0,0.155,5663.0,0.961,8.5
Kepler-11 e,Kepler-11,4.19,0.4574248470388754,0.012,582.0,0.195,5663.0,0.961,8.5
Kepler-11 f,Kepler-11,2.49,0.5247285289349821,0.013,513.0,0.25,5663.0,0.961,8.5
Kepler-11 g,Kepler-11,3.33,1.6094379124341005,0.15,376.0,0.466,5663.0,0.961,8.5
Kepler-110 b,Kepler-110,1.83,1.5260563034950494,0.0,1008.0,0.107,5960.0,0.989,4.47
Kepler-110 c,Kepler-110,2.21,1.3376291891386096,0.0,743.0,0.198,5960.0,0.989,4.47
Kepler-1100 b,Kepler-1100,1.75,1.5686159179138452,0.0,1000.0,0.06745,6247.0,1.21,2.69
Kepler-1101 b,Kepler-1101,2.47,1.2325602611778486,0.0,393.0,0.3482999999999999,5614.0,0.94,4.27
Kepler-1102 b,Kepler-1102,2.66,1.1662709371419244,0.0,546.0,0.2731,5724.0,0.96,4.37
Kepler-1103 b,Kepler-1103,2.27,1.3110318766193438,0.0,736.0,0.15336,6092.0,1.11,3.31
Kepler-1104 b,Kepler-1104,1.23,1.94876321803772,0.0,1321.0,0.06321,6417.0,1.3,2.04
Kepler-1105 b,Kepler-1105,2.01,1.430311246536665,0.0,729.0,0.0471,4299.0,0.71,8.71
Kepler-1106 b,Kepler-1106,1.65,1.631199404215613,0.0,2199.0,0.0239,6104.0,1.11,3.09
Kepler-1107 b,Kepler-1107,1.34,1.8547342683894437,0.0,1897.0,0.01285,5268.0,0.86,4.47
Kepler-1108 b,Kepler-1108,1.46,1.7613002617433464,0.0,1063.0,0.0511,5406.0,0.8800000000000001,4.17
Kepler-1109 b,Kepler-1109,2.19,1.3454723665996355,0.0,787.0,0.2466,5893.0,1.05,3.8
Kepler-111 b,Kepler-111,1.58,1.6770965609079151,0.0,1356.0,0.046,5952.0,1.171,2.3
Kepler-111 c,Kepler-111,7.0840758,1.4861396960896067,0.176,352.2,0.7509999999999999,5914.0,1.118,3.4
Kepler-1110 b,Kepler-1110,2.66,1.1662709371419244,0.0,609.0,0.0754,4781.0,0.73,4.79
Kepler-1111 b,Kepler-1111,2.0,1.4350845252893227,0.0,938.0,0.0872,6077.0,1.1,3.16
Kepler-1112 b,Kepler-1112,3.02,1.0543120297715298,0.0,918.0,0.1239,6496.0,1.34,2.09
Kepler-1113 b,Kepler-1113,2.81,1.118414915964289,0.0,558.0,0.2415,5931.0,1.12,3.55
Kepler-1114 b,Kepler-1114,1.35,1.8468787684491343,0.0,631.0,0.11056,5374.0,0.87,4.27
Kepler-1115 b,Kepler-1115,1.7,1.599387576580599,0.0,1381.0,0.2134,8480.0,1.6000000000000003,1.12
Kepler-1116 b,Kepler-1116,2.54,1.205970806988609,0.0,488.0,0.233,5641.0,0.95,4.9
Kepler-1117 b,Kepler-1117,1.11,1.8976198599275325,0.0,938.0,0.05485,5612.0,0.95,4.27
Kepler-1118 b,Kepler-1118,2.74,1.1378330018213914,0.0,502.0,0.2079,5688.0,0.96,4.07
Kepler-1119 b,Kepler-1119,1.92,1.4770487243883548,0.0,938.0,0.0812,6083.0,1.11,3.09
Kepler-112 b,Kepler-112,2.36,1.275362800412609,0.0,809.0,0.076,5544.0,0.782,12.88
Kepler-112 c,Kepler-112,2.4,1.258460989610006,0.0,538.0,0.172,5544.0,0.782,12.88
Kepler-1120 b,Kepler-1120,1.38,1.8229350866965048,0.0,1027.0,0.0369,4904.0,0.78,4.68
Kepler-1121 b,Kepler-1121,1.91,1.4816045409242156,0.0,1008.0,0.11818,6231.0,1.29,3.02
Kepler-1122 b,Kepler-1122,2.04,1.415853163361435,0.0,526.0,0.2315,5544.0,0.9200000000000002,4.68
Kepler-1123 b,Kepler-1123,1.67,1.6193882432872684,0.0,1061.0,0.0497,5500.0,0.9300000000000002,5.13
Kepler-1124 b,Kepler-1124,1.28,1.9035989509835904,0.0,621.0,0.0305,3658.0,0.35,3.39
Kepler-1125 b,Kepler-1125,1.84,1.5173226235262949,0.0,778.0,0.1348,5683.0,0.95,4.17
Kepler-1126 b,Kepler-1126,1.73,1.5810384379124025,0.0,374.0,0.41251,5798.0,0.9200000000000002,5.5
Kepler-1126 c,Kepler-1126,1.45,1.769854633840005,0.0,305.0,0.6193,5678.0,0.7940000000000002,12.3
Kepler-1127 b,Kepler-1127,1.96,1.4539530095937054,0.0,994.0,0.0556,5664.0,0.97,4.37
Kepler-1128 b,Kepler-1128,3.65,0.9001613499442714,0.0,424.0,0.302,5543.0,0.94,4.57
Kepler-1129 b,Kepler-1129,2.96,1.0715836162801904,0.0,737.0,0.16481,5831.0,1.0,4.07
Kepler-1129 c,Kepler-1129,2.73,1.1410330045520618,0.0,503.0,0.35367,5831.0,1.0,4.07
Kepler-113 b,Kepler-113,1.82,2.462149662665384,0.0,775.0,0.05123,4725.0,0.75,6.89
Kepler-113 c,Kepler-113,2.18,0.2686880731278604,0.0,628.0,0.07796,4725.0,0.75,6.89
Kepler-1130 b,Kepler-1130,0.8,1.7387102481382395,0.0,904.0,0.05963,5403.0,0.9,1.58
Kepler-1130 c,Kepler-1130,0.79239584,1.7334238922150915,0.0,1072.0,0.04238,5450.0,0.944,1.58
Kepler-1130 d,Kepler-1130,0.64472273,1.6370530794670737,0.0,981.0,0.05068,5450.0,0.944,1.58
Kepler-1131 b,Kepler-1131,1.59,1.6695918352538477,0.0,1159.0,0.0459,5851.0,1.03,4.17
Kepler-1132 b,Kepler-1132,2.35,1.2781522025001877,0.0,384.0,0.2880999999999999,5298.0,0.87,4.57
Kepler-1133 b,Kepler-1133,1.97,1.449269160281279,0.0,703.0,0.0983,5569.0,0.9300000000000002,4.07
Kepler-1134 b,Kepler-1134,2.64,1.172482137234565,0.0,611.0,0.1242,5281.0,0.8400000000000001,4.9
Kepler-1135 b,Kepler-1135,1.85,1.5129270120532563,0.0,451.0,0.3436,5656.0,0.96,4.47
Kepler-1136 b,Kepler-1136,1.64,1.6389967146756448,0.0,922.0,0.0299,4512.0,0.7199999999999999,3.24
Kepler-1137 b,Kepler-1137,2.2,1.3428648031925547,0.0,1020.0,0.1871,6807.0,1.5,1.58
Kepler-1138 b,Kepler-1138,1.7,1.599387576580599,0.0,1080.0,0.0415,5582.0,0.95,4.37
Kepler-1139 b,Kepler-1139,1.19,1.9315214116032136,0.0,1693.0,0.01664,5550.0,0.94,4.47
Kepler-114 b,Kepler-114,1.26,1.2612978709452054,0.0,586.0,0.053,4605.0,0.77,2.69
Kepler-114 c,Kepler-114,1.6,0.7793248768009976,0.0,507.0,0.06482,4660.0,0.56,2.69
Kepler-114 d,Kepler-114,2.53,0.1988508587451652,0.0,446.0,0.08358,4660.0,0.56,2.69
Kepler-1140 b,Kepler-1140,2.77,1.128171090909654,0.0,500.0,0.1478,4850.0,0.76,5.01
Kepler-1141 b,Kepler-1141,0.82,1.749199854809259,0.0,1471.0,0.03496,5791.0,1.01,6.17
Kepler-1142 b,Kepler-1142,1.47,1.752672080520008,0.0,902.0,0.1343,5685.0,0.97,5.37
Kepler-1143 b,Kepler-1143,1.67,1.6193882432872684,0.0,976.0,0.0371,5053.0,0.81,4.79
Kepler-1143 c,Kepler-1143,3.6,0.9082585601768908,0.0,234.0,0.6477,5053.0,0.81,4.79
Kepler-1144 b,Kepler-1144,1.99,1.4398351280479205,0.0,811.0,0.1291,5753.0,0.98,3.98
Kepler-1145 b,Kepler-1145,1.4,1.8066480817218056,0.0,958.0,0.0443,5064.0,0.79,4.79
Kepler-1146 b,Kepler-1146,1.23,1.94876321803772,0.0,1019.0,0.0325,4692.0,0.74,4.9
Kepler-1147 b,Kepler-1147,2.61,1.181727195378616,0.0,872.0,0.0961,5941.0,1.09,3.8
Kepler-1148 b,Kepler-1148,1.69,1.6054298910365616,0.0,1397.0,0.0188,5054.0,0.81,4.57
Kepler-1149 b,Kepler-1149,1.44,1.776645831418007,0.0,1128.0,0.0473,5833.0,1.02,3.98
Kepler-115 b,Kepler-115,1.09,1.88706964903238,0.0,1489.0,0.036,5979.0,1.042,4.17
Kepler-115 c,Kepler-115,2.6,1.184789984909162,0.0,960.0,0.087,5979.0,1.042,4.17
Kepler-1150 b,Kepler-1150,1.02,1.8547342683894437,0.0,1432.0,0.0382,4754.0,0.76,4.68
Kepler-1151 b,Kepler-1151,2.22,1.332366019094335,0.0,485.0,0.3197,5470.0,0.8800000000000001,4.37
Kepler-1152 b,Kepler-1152,0.87,1.7783364488959144,0.0,806.0,0.0223,3964.0,0.55,3.47
Kepler-1153 b,Kepler-1153,1.73,1.5810384379124025,0.0,1343.0,0.0277,5470.0,0.91,4.57
Kepler-1154 b,Kepler-1154,2.34,1.2837077723447896,0.0,1314.0,0.0631,6327.0,1.26,2.29
Kepler-1154 c,Kepler-1154,2.36,1.275362800412609,0.0,1117.0,0.0875,6327.0,1.26,2.29
Kepler-1155 b,Kepler-1155,2.03,1.420695787837223,0.0,609.0,0.2006,5842.0,1.03,3.72
Kepler-1156 b,Kepler-1156,1.32,1.8718021769015916,0.0,787.0,0.09704,5778.0,1.0,4.47
Kepler-1157 b,Kepler-1157,1.09,1.88706964903238,0.0,732.0,0.0448,4679.0,0.76,3.39
Kepler-1158 b,Kepler-1158,2.34,1.2837077723447896,0.0,1079.0,0.12643,6203.0,1.41,2.88
Kepler-1159 b,Kepler-1159,2.37,1.269760544863939,0.0,677.0,0.1603,6217.0,1.19,2.75
Kepler-116 b,Kepler-116,3.42,0.9516578757114464,0.0,1251.0,0.069,6142.0,1.198,3.16
Kepler-116 c,Kepler-116,2.3,1.297463147413275,0.0,964.0,0.116,6142.0,1.198,3.16
Kepler-1160 b,Kepler-1160,2.14,1.3686394258811698,0.0,839.0,0.0755,5519.0,0.9200000000000002,4.57
Kepler-1161 b,Kepler-1161,2.13,1.3737155789130306,0.0,485.0,0.0784,4253.0,0.5900000000000001,3.39
Kepler-1162 b,Kepler-1162,2.21,1.3376291891386096,0.0,490.0,0.19,5390.0,0.89,4.37
Kepler-1162 c,Kepler-1162,1.81,1.534714366238164,0.0,401.0,0.2832,5225.0,0.861,0.5
Kepler-1163 b,Kepler-1163,1.03,1.860974538249528,0.0,1211.0,0.06868,6302.0,1.22,2.88
Kepler-1164 b,Kepler-1164,1.12,1.9035989509835904,0.0,936.0,0.04635,5183.0,0.8500000000000001,3.63
Kepler-1165 b,Kepler-1165,1.55,1.6974487897568138,0.0,946.0,0.0914,6080.0,1.13,3.24
Kepler-1165 c,Kepler-1165,3.36093385,0.9631743177730056,0.0,644.0,0.1969,6249.0,1.13,0.3
Kepler-1166 b,Kepler-1166,1.69,1.6054298910365616,0.0,486.0,0.1975,5446.0,0.9,4.9
Kepler-1167 b,Kepler-1167,1.71,1.5933085305042167,0.0,1419.0,0.0175,4971.0,0.79,4.27
Kepler-1168 b,Kepler-1168,2.5,1.2208299213923592,0.0,379.0,0.2663,5157.0,0.87,4.27
Kepler-1169 b,Kepler-1169,0.94,1.8164520818184269,0.0,1125.0,0.06931,6191.0,1.2400000000000002,1.38
Kepler-117 b,Kepler-117,8.059,0.262364264467491,0.0493,984.0,0.1445,6150.0,1.129,5.3
Kepler-117 c,Kepler-117,12.341,1.007957920399979,0.0323,704.0,0.2804,6150.0,1.129,5.3
Kepler-1170 b,Kepler-1170,2.41,1.2556160374777745,0.0,705.0,0.0879999999999999,5069.0,0.8,4.9
Kepler-1172 b,Kepler-1172,3.2,1.0043016091968684,0.0,675.0,0.168,5558.0,0.9200000000000002,4.37
Kepler-1173 b,Kepler-1173,0.89,1.790091412127358,0.0,1650.0,0.0156,5252.0,0.86,4.79
Kepler-1174 b,Kepler-1174,1.59,1.6695918352538477,0.0,1156.0,0.0732,5936.0,1.04,3.55
Kepler-1175 b,Kepler-1175,2.99,1.0647107369924282,0.0,515.0,0.2181,5453.0,0.9,4.17
Kepler-1176 b,Kepler-1176,2.45,1.2383742310432684,0.0,595.0,0.1589,5844.0,1.01,3.8
Kepler-1177 b,Kepler-1177,1.9,1.4861396960896067,0.0,377.0,0.4301,5712.0,0.98,4.47
Kepler-1178 b,Kepler-1178,1.07,1.8809906029559975,0.0,378.0,0.1595999999999999,4990.0,0.8,4.68
Kepler-1179 b,Kepler-1179,1.32,1.8718021769015916,0.0,1137.0,0.03497,5212.0,0.8400000000000001,4.9
Kepler-118 b,Kepler-118,1.96,1.4539530095937054,0.0,784.0,0.073,5274.0,0.8110000000000002,13.9
Kepler-118 c,Kepler-118,7.68,0.4408322519454557,0.0,564.0,0.141,5274.0,0.8110000000000002,13.9
Kepler-1180 b,Kepler-1180,1.99,1.4398351280479205,0.0,765.0,0.1246,6077.0,1.09,3.09
Kepler-1181 b,Kepler-1181,1.57,1.6845453849209058,0.0,1374.0,0.0621,6176.0,1.17,3.24
Kepler-1181 c,Kepler-1181,1.83,1.5260563034950494,0.0,1124.0,0.0928,6688.0,1.336,3.24
Kepler-1182 b,Kepler-1182,2.41,1.2556160374777745,0.0,796.0,0.0981,5924.0,1.04,3.39
Kepler-1183 b,Kepler-1183,2.82,1.11514159061932,0.0,555.0,0.1793,5765.0,1.0,4.27
Kepler-1184 b,Kepler-1184,2.68,1.1568811967920856,0.0,529.0,0.2863,5983.0,1.05,3.55
Kepler-1185 b,Kepler-1185,1.33,1.8625285401162623,0.0,355.0,0.4296999999999999,5622.0,0.96,1.55
Kepler-1186 b,Kepler-1186,2.23,1.3270750014599193,0.0,724.0,0.1281,5635.0,0.95,4.47
Kepler-1187 b,Kepler-1187,2.61,1.181727195378616,0.0,701.0,0.1401,5975.0,1.06,3.39
Kepler-1188 b,Kepler-1188,2.08,1.396244691973059,0.0,775.0,0.135,5913.0,1.04,4.17
Kepler-1189 b,Kepler-1189,1.77,1.55814461804655,0.0,1158.0,0.0467,6012.0,1.11,3.39
Kepler-119 b,Kepler-119,3.6,0.9082585601768908,0.0,1213.0,0.035,5595.0,0.918,3.63
Kepler-119 c,Kepler-119,0.92,1.8066480817218056,0.0,1016.0,0.049,5595.0,0.918,3.63
Kepler-1190 b,Kepler-1190,1.33,1.8625285401162623,0.0,609.0,0.0845,4730.0,0.76,3.98
Kepler-1191 b,Kepler-1191,1.51,1.724550719534605,0.0,952.0,0.0587,5308.0,0.8500000000000001,4.57
Kepler-1192 b,Kepler-1192,2.36,1.275362800412609,0.0,600.0,0.1693,5438.0,0.86,4.47
Kepler-1193 b,Kepler-1193,1.32,1.8718021769015916,0.0,1453.0,0.04004,5908.0,1.08,5.01
Kepler-1194 b,Kepler-1194,1.51,1.724550719534605,0.0,676.0,0.1212,5590.0,0.94,4.79
Kepler-1195 b,Kepler-1195,2.08,1.396244691973059,0.0,702.0,0.0726,4965.0,0.74,4.47
