pl_name,hostname,pl_rade,pl_dens,pl_orbeccen,pl_eqt,pl_orbsmax,st_teff,st_mass,st_age,LSS
Kepler-1377 b,Kepler-1377,1.25,1.9329696377795784,0.0,1873.0,0.0153,5218.0,0.86,5.01,0.41938575901938435
Kepler-1378 b,Kepler-1378,2.2,1.3428648031925547,0.0,525.0,0.0885,4407.0,0.7,6.46,0.4363780278558529
Kepler-1379 b,Kepler-1379,1.3,1.88706964903238,0.0,1564.0,0.0171,5188.0,0.83,5.01,0.42056326323411514
Kepler-138 c,Kepler-138,1.51,1.5260563034950494,0.017,410.0,0.0913,3841.0,0.535,2.21,0.53616442743178
Kepler-138 d,Kepler-138,1.51,1.5260563034950494,0.01,345.0,0.1288,3841.0,0.535,2.21,0.6014968789779145
Kepler-138 e,Kepler-138,0.797,1.7351891177396608,0.112,292.0,0.1803,3841.0,0.535,2.21,0.7573771322133174
Kepler-1380 b,Kepler-1380,1.43,1.7817091333745536,0.0,786.0,0.0917,5570.0,0.96,4.79,0.4630182235750481
Kepler-1381 b,Kepler-1381,2.25,1.3190856114264409,0.0,649.0,0.1727999999999999,5747.0,0.96,4.07,0.40791507207544064
Kepler-1382 b,Kepler-1382,1.88,1.4973884086254774,0.0,959.0,0.14023,6161.0,1.36,2.75,0.3821218022753761
Kepler-1383 b,Kepler-1383,1.41,1.7984040119467235,0.0,928.0,0.11397,6370.0,1.26,2.24,0.4383467846359453
Kepler-1384 b,Kepler-1384,1.94,1.4655675420143983,0.0,608.0,0.1126,4919.0,0.78,4.57,0.45192718148548733
Kepler-1385 b,Kepler-1385,0.85,1.7681496035889213,0.0,1423.0,0.04262,5732.0,1.15,4.37,0.3914808097915067
Kepler-1386 b,Kepler-1386,1.24,1.9416152247724323,0.0,1011.0,0.068,5733.0,1.02,5.01,0.44488551826896017
Kepler-1387 b,Kepler-1387,0.93,1.8115620965242347,0.0,1123.0,0.031,5046.0,0.8200000000000001,4.37,0.4138859738011348
Kepler-1388 b,Kepler-1388,2.59,1.1878434223960523,0.0,434.0,0.0882,4098.0,0.63,4.47,0.42280048020151195
Kepler-1388 c,Kepler-1388,2.26,1.316408233655724,0.0,566.0,0.0519,4098.0,0.63,4.47,0.4068794829197938
Kepler-1388 d,Kepler-1388,2.86,1.1019400787607845,0.0,363.0,0.126,4098.0,0.63,4.47,0.4498346123351523
Kepler-1388 e,Kepler-1388,2.46,1.235471471385307,0.0,299.0,0.1861,4098.0,0.63,4.47,0.6420572587267426
Kepler-1389 b,Kepler-1389,1.77,1.55814461804655,0.0,300.0,0.38249,5078.0,0.81,2.09,0.7475684015913646
Kepler-139 b,Kepler-139,2.94,1.1535542851057337,0.0,752.0,0.127,5594.0,1.078,5.1,0.33495345040059554
Kepler-139 c,Kepler-139,3.38,2.272401826815476,0.0,350.0,0.586,5594.0,1.078,5.1,0.5633638778603409
Kepler-139 d,Kepler-139,1.695,1.8358508335299004,0.0,972.0,0.0755533961,5622.0,1.078,5.1,0.4313879432487789
Kepler-139 e,Kepler-139,13.7,0.5922212619699848,0.013121,174.57,3.2357963899999995,5622.0,1.078,5.1,0.348984476189295
Kepler-139 f,Kepler-139,6.67,0.5110256037686569,0.038991,490.8,0.102,5630.0,1.078,2.82,0.3283413423503565
Kepler-1390 b,Kepler-1390,1.18,1.9300710850255671,0.0,934.0,0.0662,5753.0,0.98,4.47,0.45309572472982224
Kepler-1391 b,Kepler-1391,1.68,1.6114359150967734,0.0,513.0,0.30045,5840.0,1.03,5.5,0.49895534348571474
Kepler-1392 b,Kepler-1392,1.96,1.4539530095937054,0.0,714.0,0.1189,5479.0,0.8800000000000001,4.68,0.42390294984992094
Kepler-1393 b,Kepler-1393,0.8,1.7387102481382395,0.0,1249.0,0.0337,5697.0,0.95,3.47,0.38888959323891503
Kepler-1394 b,Kepler-1394,1.39,1.8148247421590515,0.0,1947.0,0.05474,6481.0,1.6399999999999997,1.91,0.40188923210351496
Kepler-1395 b,Kepler-1395,0.8,1.7387102481382395,0.0,1311.0,0.04974,6138.0,1.17,2.88,0.38463738290170346
Kepler-1396 b,Kepler-1396,2.07,1.4011829736136412,0.0,786.0,0.1406,6195.0,1.18,2.75,0.387637854729896
Kepler-1397 b,Kepler-1397,1.72,1.589235205116581,0.0,551.0,0.25861,6026.0,1.09,3.55,0.4792500756066981
Kepler-1398 b,Kepler-1398,0.9,1.7950872593207297,0.0,1510.0,0.03909,6126.0,1.13,3.09,0.39445463854026186
Kepler-1398 c,Kepler-1398,1.03,1.860974538249528,0.0,1324.0,0.05087,6126.0,1.13,3.09,0.41316023185877415
Kepler-1399 b,Kepler-1399,1.25,1.9329696377795784,0.0,1610.0,0.0276,5735.0,0.97,4.37,0.4204970977091611
Kepler-14 b,Kepler-14,12.733,2.091864061678393,0.035,1605.0,0.0771,6395.0,1.512,2.2,0.20817062646864118
Kepler-140 b,Kepler-140,1.61,1.6563214983329508,0.0,1301.0,0.045,6077.0,1.044,0.88,0.3678831720501869
Kepler-140 c,Kepler-140,1.8,1.541159071680806,0.0,428.0,0.414,6077.0,1.044,0.88,0.4957355225740233
Kepler-1400 b,Kepler-1400,1.62,1.6505798557652755,0.0,725.0,0.0771,5044.0,0.83,4.57,0.46218187217551193
Kepler-1401 b,Kepler-1401,1.68,1.6114359150967734,0.0,808.0,0.0975,5964.0,1.07,3.55,0.43175731695436087
Kepler-1402 b,Kepler-1402,0.76,1.7119945007591926,0.0,1789.0,0.0322,5416.0,0.9,4.57,0.3767847634978762
Kepler-1403 b,Kepler-1403,2.14,1.3686394258811698,0.0,1238.0,0.064,6060.0,1.11,3.31,0.3274528596612811
Kepler-1404 b,Kepler-1404,2.01,1.430311246536665,0.0,596.0,0.1142999999999999,5261.0,0.8400000000000001,4.57,0.4423639171750917
Kepler-1405 b,Kepler-1405,3.96,0.8415671856782186,0.0,565.0,0.1778,5925.0,1.05,3.63,0.35320998907020656
Kepler-1406 b,Kepler-1406,1.1,1.8961194845522973,0.0,854.0,0.0987,5892.0,1.05,5.01,0.46203953529230024
Kepler-1407 b,Kepler-1407,2.25,1.3190856114264409,0.0,826.0,0.1502,6010.0,1.1,3.24,0.3620402377624151
Kepler-1408 b,Kepler-1408,0.89,1.790091412127358,0.0,1616.0,0.04218,6170.0,1.21,2.57,0.3917107558778175
Kepler-1409 b,Kepler-1409,1.04,1.867176108512809,0.0,1733.0,0.01553,5160.0,0.83,4.79,0.4123790066873966
Kepler-141 b,Kepler-141,0.69,1.667706820558076,0.0,968.0,0.039,4910.0,0.878,12.39,0.3642838348940568
Kepler-141 c,Kepler-141,1.41,1.7984040119467235,0.0,738.0,0.067,4910.0,0.878,12.39,0.4481703013890206
Kepler-1410 b,Kepler-1410,1.78,1.551808799597464,0.0,290.0,0.2543,4092.0,0.63,4.07,0.8447439297193713
Kepler-1411 b,Kepler-1411,2.82,1.11514159061932,0.0,441.0,0.4001,5664.0,0.95,4.17,0.43849598083275165
Kepler-1412 b,Kepler-1412,0.83,1.7561322915849038,0.0,1397.0,0.04608,5880.0,1.06,6.31,0.38866409771981747
Kepler-1413 b,Kepler-1413,1.82,1.5303947050936475,0.0,661.0,0.1066,5196.0,0.8400000000000001,4.68,0.45273376771098367
Kepler-1414 b,Kepler-1414,1.23,1.94876321803772,0.0,1033.0,0.0426,4951.0,0.8,4.68,0.4411150515433967
Kepler-1415 b,Kepler-1415,1.29,1.8961194845522973,0.0,1846.0,0.01416,5267.0,0.89,4.17,0.4197270366857928
Kepler-1416 b,Kepler-1416,0.88,1.7850704810772584,0.0,1870.0,0.0257,6019.0,1.09,2.95,0.39130355211340984
Kepler-1417 b,Kepler-1417,1.0,1.8468787684491343,0.0,695.0,0.14062,5839.0,1.02,4.07,0.48257938308664344
Kepler-1418 b,Kepler-1418,1.66,1.623340817603092,0.0,419.0,0.131,4770.0,0.77,3.63,0.5259837674035684
Kepler-1419 b,Kepler-1419,2.86,1.1019400787607845,0.0,510.0,0.2390999999999999,5796.0,1.01,4.37,0.3930406085750894
Kepler-142 b,Kepler-142,1.99,1.4398351280479205,0.0,1597.0,0.032,5790.0,0.978,7.59,0.3405955825170957
Kepler-142 c,Kepler-142,2.86,1.1019400787607845,0.0,1201.0,0.057,5790.0,0.978,7.59,0.2747563737508009
Kepler-142 d,Kepler-142,2.16,1.3609765531356006,0.0,582.0,0.242,5790.0,0.978,7.59,0.43301117972673353
Kepler-1420 b,Kepler-1420,1.28,1.9035989509835904,0.0,806.0,0.0671,5187.0,0.8200000000000001,4.9,0.4745033983299334
Kepler-1421 b,Kepler-1421,0.93,1.8115620965242347,0.0,1209.0,0.07576,6335.0,1.25,2.75,0.4032530709870942
Kepler-1422 b,Kepler-1422,2.02,1.425515074273172,0.0,833.0,0.1499,6194.0,1.15,3.02,0.3834374394609301
Kepler-1423 b,Kepler-1423,1.06,1.8779371654691075,0.0,741.0,0.1586,4939.0,0.79,4.68,0.5098459910809019
Kepler-1424 b,Kepler-1424,1.16,1.918392120161421,0.0,629.0,0.19068,5838.0,1.02,5.25,0.5111698321722499
Kepler-1425 b,Kepler-1425,0.94,1.8164520818184269,0.0,676.0,0.11435,5718.0,0.97,4.07,0.4778140082158044
Kepler-1426 b,Kepler-1426,1.56,1.6882490928583902,0.0,797.0,0.1187,5831.0,1.02,4.07,0.45243737016697405
Kepler-1427 b,Kepler-1427,1.1,1.8961194845522973,0.0,1844.0,0.0197,5793.0,1.01,4.07,0.41541035130933945
Kepler-1428 b,Kepler-1428,1.64,1.6389967146756448,0.0,1049.0,0.11051,6184.0,1.2800000000000002,2.04,0.39943967464563623
Kepler-1429 b,Kepler-1429,1.29,1.8961194845522973,0.0,1199.0,0.055,5902.0,1.05,4.17,0.4289972777107854
Kepler-143 b,Kepler-143,2.41,1.2556160374777745,0.0,838.0,0.127,5848.0,0.982,9.33,0.33461797865882636
Kepler-143 c,Kepler-143,3.37,0.9631743177730056,0.0,703.0,0.181,5848.0,0.982,9.33,0.31952587667191434
Kepler-1430 b,Kepler-1430,1.18,1.9300710850255671,0.0,969.0,0.0304,4796.0,0.77,2.09,0.44568151302671266
Kepler-1431 b,Kepler-1431,1.47,1.752672080520008,0.0,1064.0,0.0648,5806.0,1.03,4.27,0.4219103285116164
Kepler-1432 b,Kepler-1432,2.22,1.332366019094335,0.0,709.0,0.1696,6031.0,1.09,3.47,0.3845707729418974
Kepler-1433 b,Kepler-1433,1.56,1.6882490928583902,0.0,1226.0,0.0516,6097.0,1.14,3.02,0.39880737293218926
Kepler-1434 b,Kepler-1434,1.11,1.8976198599275325,0.0,1320.0,0.0917,6291.0,1.4700000000000002,2.57,0.4162580284192394
Kepler-1435 b,Kepler-1435,0.86,1.7732559976634952,0.0,1331.0,0.05456,6356.0,1.21,2.63,0.3894204353741654
Kepler-1436 b,Kepler-1436,1.31,1.8794650496471603,0.0,1001.0,0.0907,5972.0,1.06,3.8,0.4416701609733289
Kepler-1437 b,Kepler-1437,1.37,1.8309801823813363,0.0,770.0,0.0951,5557.0,0.9300000000000002,4.57,0.4737921508470723
Kepler-1438 b,Kepler-1438,0.94,1.8164520818184269,0.0,1490.0,0.0346,5530.0,0.97,5.37,0.40322531130478645
Kepler-1439 b,Kepler-1439,1.46,1.7613002617433464,0.0,420.0,0.0594,3578.0,0.4600000000000001,4.07,0.5497027180097274
Kepler-144 b,Kepler-144,1.33,1.8625285401162623,0.0,1253.0,0.066,6075.0,1.154,0.94,0.4029427910141538
Kepler-144 c,Kepler-144,1.35,1.8468787684491343,0.0,1046.0,0.094,6075.0,1.154,0.94,0.41516279616062657
Kepler-1440 b,Kepler-1440,1.26,1.9242486522741336,0.0,597.0,0.2343099999999999,5698.0,0.98,4.47,0.5213126159792034
Kepler-1441 b,Kepler-1441,1.31,1.8794650496471603,0.0,682.0,0.2346,5802.0,1.0,3.89,0.5063418028250298
Kepler-1442 b,Kepler-1442,3.93,0.8458682675776092,0.0,522.0,0.40814,6394.0,1.34,1.7,0.35293534763930023
Kepler-1443 b,Kepler-1443,0.97,1.8309801823813363,0.0,1602.0,0.03783,6289.0,1.19,2.63,0.4000081684333015
Kepler-1444 b,Kepler-1444,2.18,1.3506671834767394,0.0,581.0,0.20906,5810.0,1.03,4.79,0.4290793653357442
Kepler-1445 b,Kepler-1445,0.96,1.827769906751088,0.0,987.0,0.09587,6150.0,1.13,3.8,0.4279714281331782
Kepler-1446 b,Kepler-1446,0.82,1.749199854809259,0.0,1539.0,0.01405,4865.0,0.81,2.63,0.38361295325816197
Kepler-1447 b,Kepler-1447,2.9,1.0885619528146082,0.0,522.0,0.2836,5722.0,0.97,4.17,0.4030822683314302
Kepler-1448 b,Kepler-1448,1.61,1.6563214983329508,0.0,811.0,0.1057999999999999,5774.0,0.95,3.55,0.4447148108796695
Kepler-1449 b,Kepler-1449,1.68,1.6114359150967734,0.0,867.0,0.1176,5979.0,1.08,3.47,0.420452231378308
Kepler-145 b,Kepler-145,2.65,2.639057329615259,0.43,873.0,0.17308,6022.0,1.32,3.24,0.3193676903923236
Kepler-145 c,Kepler-145,4.32,1.275362800412609,0.11,709.0,0.26244,6022.0,1.32,3.24,0.3199861988429118
Kepler-1450 b,Kepler-1450,1.71,1.5933085305042167,0.0,308.0,0.2401,4524.0,0.71,4.37,0.6892276622349683
Kepler-1451 b,Kepler-1451,3.35,0.9707789171582246,0.0,523.0,0.2101,5782.0,1.0,4.17,0.37964238887288115
Kepler-1452 b,Kepler-1452,2.7,1.1505720275988207,0.0,810.0,0.25764,6101.0,1.41,3.24,0.32730309535556196
Kepler-1453 b,Kepler-1453,2.67,1.1631508098056809,0.0,503.0,0.262,5665.0,0.97,4.27,0.4200787318463237
Kepler-1454 b,Kepler-1454,1.88,1.4973884086254774,0.0,492.0,0.2447,5448.0,0.9,4.57,0.5058084104362486
Kepler-1455 b,Kepler-1455,2.16,1.3609765531356006,0.0,298.0,0.2149,4075.0,0.62,4.17,0.7251834847255767
Kepler-1456 b,Kepler-1456,1.14,1.9095425048844383,0.0,433.0,0.1132,4231.0,0.64,3.72,0.5684900771069852
Kepler-1457 b,Kepler-1457,1.99,1.4398351280479205,0.0,478.0,0.26391,5866.0,1.01,3.72,0.46907872395446704
Kepler-1458 b,Kepler-1458,2.76,1.1314021114911006,0.0,493.0,0.24869,5653.0,0.96,4.17,0.42095864200382654
Kepler-1459 b,Kepler-1459,1.36,1.8389610707123487,0.0,349.0,0.2829,4828.0,0.78,3.89,0.6361542632125985
Kepler-146 b,Kepler-146,3.71,0.8878912573524571,0.0,639.0,0.1999999999999999,5948.0,1.079,0.91,0.31902313274937477
Kepler-146 c,Kepler-146,3.13,1.0224509277025458,0.0,473.0,0.364,5948.0,1.079,0.91,0.38214967121467563
Kepler-1460 b,Kepler-1460,1.96,1.4539530095937054,0.0,391.0,0.1614,4422.0,0.7,3.98,0.5243147902093659
Kepler-1461 b,Kepler-1461,2.03,1.420695787837223,0.0,451.0,0.1715,4919.0,0.79,3.24,0.4975600672357457
Kepler-1462 b,Kepler-1462,3.82,0.8671004876833832,0.0,390.0,0.3094,5756.0,1.0,4.07,0.43943246583407314
Kepler-1463 b,Kepler-1463,1.86,1.5085119938441398,0.0,619.0,0.1693999999999999,5679.0,0.96,4.79,0.4540039041168512
Kepler-1464 b,Kepler-1464,1.66,1.623340817603092,0.0,564.0,0.20066,5828.0,1.02,3.89,0.4844517505621621
Kepler-1464 c,Kepler-1464,1.0,1.8468787684491343,0.0,1023.0,0.06101,5828.0,1.02,3.89,0.42874468315286995
Kepler-1465 b,Kepler-1465,1.77,1.55814461804655,0.0,668.0,0.1939,4726.0,0.75,3.72,0.5037224519095818
Kepler-1466 b,Kepler-1466,1.55,1.6974487897568138,0.0,585.0,0.17981,5884.0,1.01,3.89,0.5023108438589292
Kepler-1467 b,Kepler-1467,3.3,0.982078472412158,0.0,411.0,0.2388,5332.0,0.86,4.37,0.421464392806419
Kepler-1468 b,Kepler-1468,1.73,1.5810384379124025,0.0,1093.0,0.0817,5893.0,1.04,3.55,0.3878834725218668
Kepler-1468 c,Kepler-1468,1.15,1.913977101952304,0.0,1448.0,0.0466,5893.0,1.04,3.55,0.4184967473133053
Kepler-1468 d,Kepler-1468,3.33187146,0.9745596399981308,0.0,819.0,0.1456,5794.0,1.072,3.55,0.3029618915776957
Kepler-1469 b,Kepler-1469,2.8,1.1216775615991057,0.0,551.0,0.1466,5507.0,0.9200000000000002,4.47,0.38516879031125595
Kepler-147 b,Kepler-147,1.53,1.7119945007591926,0.0,953.0,0.1129999999999999,6012.0,1.145,5.5,0.4271150133625086
Kepler-147 c,Kepler-147,2.43,1.247032293786383,0.0,689.0,0.216,6012.0,1.145,5.5,0.3717249471577046
Kepler-1470 b,Kepler-1470,1.07,1.8809906029559973,0.0,574.0,0.116,4961.0,0.8,4.57,0.5259791144800366
Kepler-1471 b,Kepler-1471,1.41,1.7984040119467235,0.0,1238.0,0.0453,5660.0,0.95,4.57,0.41982373187458777
Kepler-1471 c,Kepler-1471,1.88,1.4973884086254774,0.0,841.0,0.0981,5533.0,0.934,4.57,0.40794883419605626
Kepler-1472 b,Kepler-1472,1.9,1.4861396960896067,0.0,613.0,0.2322,6159.0,1.16,3.09,0.44529282914154306
Kepler-1473 b,Kepler-1473,1.19,1.9315214116032136,0.0,783.0,0.1160599999999999,6046.0,1.09,2.63,0.47611498191221663
Kepler-1474 b,Kepler-1474,2.16,1.3609765531356006,0.0,561.0,0.2108,5870.0,1.04,3.8,0.4346826399651138
Kepler-1475 b,Kepler-1475,2.92,1.0818051703517284,0.0,441.0,0.373,6214.0,1.18,2.82,0.4066241826783066
Kepler-1476 b,Kepler-1476,1.67,1.6193882432872684,0.0,860.0,0.0932,5663.0,0.98,4.57,0.4313385568917695
Kepler-1477 b,Kepler-1477,1.18,1.9300710850255671,0.0,674.0,0.0911,5100.0,0.81,4.68,0.49950691472327013
Kepler-1478 b,Kepler-1478,1.73,1.5810384379124025,0.0,598.0,0.1681,5904.0,1.04,3.98,0.46865355082607557
Kepler-1479 b,Kepler-1479,1.83,1.5260563034950494,0.0,746.0,0.11341,5796.0,0.99,4.27,0.42644527791761205
Kepler-148 b,Kepler-148,1.8,1.541159071680806,0.0,1284.0,0.028,5272.0,0.86,11.2,0.34923671796569217
Kepler-148 c,Kepler-148,3.6,0.9082585601768908,0.0,957.0,0.05,5272.0,0.86,11.2,0.2582184069270588
Kepler-148 d,Kepler-148,8.68,0.3873011374804932,0.0,413.0,0.2607,5172.0,0.86,4.68,0.40077189315033085
Kepler-1480 b,Kepler-1480,1.67,1.6193882432872684,0.0,721.0,0.1525,5156.0,0.8500000000000001,4.79,0.47486726403871937
Kepler-1481 b,Kepler-1481,1.23,1.94876321803772,0.0,797.0,0.059,4908.0,0.8,3.89,0.4767768688032954
Kepler-1482 b,Kepler-1482,1.01,1.854734268389444,0.0,678.0,0.09968,5381.0,0.8800000000000001,4.47,0.4905232233129776
Kepler-1483 b,Kepler-1483,1.52,1.717395053939193,0.0,1131.0,0.0958,6337.0,1.25,2.4,0.40782207642104185
Kepler-1484 b,Kepler-1484,2.11,1.3812818192963463,0.0,624.0,0.1939,5730.0,0.94,3.98,0.41237735387097185
Kepler-1485 b,Kepler-1485,1.47,1.752672080520008,0.0,728.0,0.14732,6087.0,1.11,2.51,0.4720732725915384
Kepler-1486 b,Kepler-1486,2.32,1.2919836816486496,0.0,538.0,0.2846,5965.0,1.08,3.55,0.4200706258925645
Kepler-1487 b,Kepler-1487,2.13,1.3737155789130306,0.0,1682.0,0.0898,6541.0,1.3799999999999997,1.95,0.316444504664121
Kepler-1487 c,Kepler-1487,7.97,0.4246139269469252,0.0,991.0,0.2588,5745.0,1.8009999999999995,1.95,0.2517338724417388
Kepler-1488 b,Kepler-1488,1.86,1.5085119938441398,0.0,650.0,0.24153,5820.0,1.05,6.92,0.44358810417276684
Kepler-1488 c,Kepler-1488,1.65156749,1.631199404215613,0.0,1212.0,0.06959,5710.0,1.003,5.75,0.39108548480794897
Kepler-1489 b,Kepler-1489,1.77,1.55814461804655,0.0,400.0,0.3678999999999999,5655.0,0.9300000000000002,4.07,0.5241310264199249
Kepler-149 b,Kepler-149,4.21,0.7975071958841881,0.0,540.0,0.184,5381.0,1.013,14.0,0.32293169640845476
Kepler-149 c,Kepler-149,1.61,1.6563214983329508,0.0,436.0,0.281,5381.0,1.013,14.0,0.506040855762511
Kepler-149 d,Kepler-149,3.96,0.8415671856782186,0.0,306.0,0.571,5381.0,1.013,14.0,0.5556742856380102
Kepler-1490 b,Kepler-1490,3.04,1.0473189942805592,0.0,348.0,0.3729,5515.0,0.9,4.57,0.4913767923541258
Kepler-1491 b,Kepler-1491,1.51,1.724550719534605,0.0,821.0,0.127,5728.0,1.0,4.57,0.451380103631232
Kepler-1491 c,Kepler-1491,2.44,1.244154593958768,0.0,530.0,0.3045,5626.0,0.991,4.57,0.412637826280152
Kepler-1492 b,Kepler-1492,1.49,1.7404661748405044,0.0,801.0,0.1262,4712.0,0.77,2.82,0.4868009995997746
Kepler-1493 b,Kepler-1493,1.41,1.7984040119467235,0.0,874.0,0.1197,5863.0,1.06,6.46,0.45409199565728986
Kepler-1494 b,Kepler-1494,3.07,1.0402767116551463,0.0,415.0,0.3982,5659.0,0.96,4.37,0.42781118704442295
Kepler-1495 b,Kepler-1495,2.94,1.0784095813505905,0.0,443.0,0.3677,5831.0,1.03,4.17,0.42378237937837704
Kepler-1496 b,Kepler-1496,2.22,1.332366019094335,0.0,535.0,0.3211,6182.0,1.18,2.95,0.4334194264657799
Kepler-1497 b,Kepler-1497,1.66,1.623340817603092,0.0,924.0,0.0817,5675.0,0.96,4.27,0.4192197172447877
Kepler-1498 b,Kepler-1498,1.33,1.8625285401162623,0.0,564.0,0.2528,5256.0,0.86,4.17,0.5529926596652757
Kepler-1499 b,Kepler-1499,1.19,1.9315214116032136,0.0,409.0,0.23225,5097.0,0.8200000000000001,4.68,0.5970940100433643
Kepler-15 b,Kepler-15,10.76,0.6575200029167942,0.06,1251.0,0.05714,5515.0,1.018,3.7,0.2186653639119952
Kepler-150 b,Kepler-150,1.25,1.9329696377795784,0.0,1131.0,0.044,5560.0,0.9559999999999998,1.74,0.4291784446869768
Kepler-150 c,Kepler-150,3.69,0.8919980393051105,0.0,876.0,0.073,5560.0,0.9559999999999998,1.74,0.2856858909148261
Kepler-150 d,Kepler-150,2.79,1.1216775615991057,0.0,734.0,0.104,5560.0,0.9559999999999998,1.74,0.3352768500072881
Kepler-150 e,Kepler-150,3.12,1.0260415958332745,0.0,544.0,0.189,5560.0,0.9559999999999998,1.74,0.373891170777462
Kepler-150 f,Kepler-150,3.64,0.904218150639886,0.1549,329.4,1.2400000000000002,5528.0,0.97,1.74,0.6878554314319707
Kepler-1500 b,Kepler-1500,1.2,1.9387416595767009,0.0,928.0,0.1236,5845.0,1.0,4.07,0.45557638692496943
Kepler-1501 b,Kepler-1501,1.56,1.6882490928583902,0.0,787.0,0.11592,6229.0,1.2,2.75,0.4480133145431652
Kepler-1502 b,Kepler-1502,3.18,1.007957920399979,0.0,608.0,0.2482,6666.0,1.44,1.7,0.331647421429136
Kepler-1503 b,Kepler-1503,2.27,1.3110318766193438,0.0,321.0,0.3771,5069.0,0.77,5.13,0.5607885763022249
Kepler-1504 b,Kepler-1504,2.13,1.3737155789130306,0.0,485.0,0.3704,5393.0,0.8500000000000001,4.47,0.45386757865645005
Kepler-1505 b,Kepler-1505,0.93,1.8115620965242347,0.0,525.0,0.18298,5686.0,0.9300000000000002,1.7,0.5085145511061478
Kepler-1506 b,Kepler-1506,1.32,1.871802176901592,0.0,783.0,0.1167999999999999,5676.0,0.95,3.98,0.4770398970201714
Kepler-1507 b,Kepler-1507,0.84,1.7613002617433464,0.0,630.0,0.1194599999999999,5410.0,0.89,4.57,0.48675146453094487
Kepler-1508 b,Kepler-1508,1.33,1.8625285401162623,0.0,967.0,0.1628999999999999,6158.0,1.14,2.69,0.44762483074201986
Kepler-1509 b,Kepler-1509,1.85,1.5129270120532563,0.0,667.0,0.1706999999999999,5780.0,1.0,3.98,0.43990519523460875
Kepler-151 b,Kepler-151,3.06,1.043804052173115,0.0,639.0,0.116,5460.0,0.87,4.6,0.3542235502290556
Kepler-151 c,Kepler-151,2.09,1.3912819026309298,0.0,544.0,0.16,5460.0,0.87,4.6,0.4522382365526808
Kepler-1510 b,Kepler-1510,3.36,0.9631743177730056,0.0,537.0,0.4089,6200.0,1.19,2.75,0.3778790402044685
Kepler-1511 b,Kepler-1511,1.68,1.6114359150967734,0.0,903.0,0.1753,6064.0,1.17,3.31,0.414723862404613
Kepler-1512 b,Kepler-1512,1.18,1.9300710850255671,0.0,322.0,0.13693,4372.0,0.73,1.78,0.8453272827398743
Kepler-1513 b,Kepler-1513,8.594,0.8346467428336448,0.306,346.0,0.5697100000000002,5491.0,0.943,7.0,0.45531322419360043
Kepler-1513 c,Kepler-1513,11.0,0.2993635772256188,0.125,354.4,0.102,5491.0,0.943,7.0,0.32973926729749264
Kepler-1514 b,Kepler-1514,12.419572,1.7613002617433464,0.401,387.9,0.7529999999999999,6145.0,1.1960000000000002,2.9,0.37832160320597924
Kepler-1514 c,Kepler-1514,1.1758241,1.928618651945252,0.32,1066.0,0.0997,6145.0,1.1960000000000002,2.9,0.3885265180607542
Kepler-1515 b,Kepler-1515,9.55,0.3492474281099357,0.0,380.0,0.7523500000000001,6511.0,1.3,1.82,0.3898813805920144
Kepler-1516 b,Kepler-1516,1.75,1.5686159179138452,0.0,967.0,0.0718,5904.0,1.04,4.07,0.39682730517895876
Kepler-1517 b,Kepler-1517,9.76,0.3407487933884732,0.0,2336.0,0.078,7010.0,1.58,1.38,0.19183899031718699
Kepler-1518 b,Kepler-1518,3.05,1.0473189942805592,0.0,1351.0,0.0593,6846.0,1.54,1.48,0.237629050891297
Kepler-1518 c,Kepler-1518,2.9,1.0885619528146082,0.0,1094.0,0.0905,6432.0,1.06,1.48,0.261632302004893
Kepler-1519 b,Kepler-1519,7.06,0.4811908186363,0.0,342.0,0.7655,5644.0,0.94,3.98,0.46156119858720424
Kepler-152 b,Kepler-152,2.79,1.1216775615991057,0.0,551.0,0.124,5088.0,0.779,2.0,0.38577591961399044
Kepler-152 c,Kepler-152,2.39,1.264126727145683,0.0,326.0,0.356,5088.0,0.779,2.0,0.5933227823377638
Kepler-1520 b,Kepler-1520,5.77,0.5900064216404319,0.0,1437.0,0.0129,4677.0,0.76,4.47,0.2241731434828101
Kepler-1521 b,Kepler-1521,2.5,1.2208299213923592,0.0,391.0,0.23476,5042.0,0.81,4.47,0.48160360825078274
Kepler-1522 b,Kepler-1522,1.73,1.5810384379124025,0.0,1374.0,0.0288,5706.0,0.96,3.89,0.37569273687247245
Kepler-1523 b,Kepler-1523,1.58,1.6770965609079151,0.0,1676.0,0.01867,5708.0,0.97,4.37,0.39136288021924404
Kepler-1524 b,Kepler-1524,3.54,0.924258901523332,0.0,438.0,0.3392,6179.0,1.17,2.88,0.4069899150227102
Kepler-1525 b,Kepler-1525,0.91,1.80005827204275,0.0,1343.0,0.03557,5748.0,1.07,2.82,0.4014758129651844
Kepler-1526 b,Kepler-1526,2.43,1.247032293786383,0.0,787.0,0.0418,4601.0,0.73,4.68,0.34498874576117156
Kepler-1527 b,Kepler-1527,4.77,0.708035793053696,0.0,450.0,0.6276,6224.0,1.21,2.82,0.3975104135666019
Kepler-1528 b,Kepler-1528,1.46,1.7613002617433464,0.0,1549.0,0.0296,5857.0,1.03,3.89,0.40570930800036714
Kepler-1529 b,Kepler-1529,2.1,1.3862943611198906,0.0,817.0,0.0525,5048.0,0.81,4.79,0.3792162411855726
Kepler-153 b,Kepler-153,2.92,1.0818051703517284,0.0,621.0,0.129,5404.0,0.756,13.8,0.3306558271745898
