pl_name,hostname,pl_rade,pl_orbeccen,pl_eqt,pl_orbsmax,st_teff,st_lum,st_mass,st_age,pl_bmasse,pl_dens,pl_insol,pl_orbper,st_rad
KOBE-1 b,KOBE-1,2.91,0.0,594.4,0.07006,4135.0,-0.99576,0.629,5.2865,2.2823823856765264,1.085189268335969,3.0708397460407966,2.2554830032249633,0.48180867469549804
KOBE-1 c,KOBE-1,3.56,0.0,392.5,0.16071,4135.0,-0.99576,0.629,4.873499999999999,2.5952547069568657,0.9202827531436926,1.5912739418064292,3.423317582746238,0.48180867469549804
KOI-12 b,KOI-12,13.78707,0.34,911.0,0.1539999999999999,6635.0,0.62645,1.5,1.45,5.859683051092356,0.5498540107334691,5.285774026751062,2.9367877832757734,0.8754687373538999
KOI-134 b,KOI-134,12.03844527,0.16,659.0,0.363,6160.0,0.62325,1.407,2.4,5.850571735977972,0.7371640659767197,3.828641396489095,4.221383885225563,0.9809542451998772
KOI-134 c,KOI-134,9.86,0.24,756.04,0.2305,6160.0,0.62325,1.407,2.4,4.2615842001051005,0.33718626735486995,4.237083389754401,3.5539184686798193,0.9809542451998772
KOI-142 b,KOI-142,3.438,0.05561,758.0,0.09586,5466.0,-0.16507,0.99,1.6,2.3513752571634776,0.8285518175661483,4.242232816790704,2.4779214768392195,0.6402736909528771
KOI-142 c,KOI-142,14.0,0.05724,641.7180000000001,0.154121003,5466.0,-0.16507,0.99,1.6,5.371103036273684,0.35697489894773027,3.4511247827227907,3.146946646648963,0.6402736909528771
KOI-1599.01,KOI-1599,1.9,0.014,660.0,0.14728,5833.0,0.16196,1.02,4.7,1.7227665977411035,1.545432582458188,3.8242840911201395,3.0653282964418938,0.6790482561804436
KOI-1599.02,KOI-1599,1.9,0.0114,755.0,0.112293,5833.0,0.16196,1.02,4.7,2.302585092994046,2.105352923464337,4.354269957628839,2.6816240868656873,0.6790482561804436
KOI-1783.01,KOI-1783,8.86,0.0,412.0,0.52661,5922.0,0.21302,1.076,0.2,4.276666119016055,0.44468582126144574,1.9021075263969205,4.908697063881708,0.76220671649144
KOI-1783.02,KOI-1783,5.44,0.0,321.0,0.8669499999999999,5922.0,0.21302,1.076,0.2,2.772588722239781,0.412109650826833,1.2499017362143359,5.653243281827496,0.76220671649144
KOI-1831 d,Kepler-324,1.13,0.0,475.0,0.19924,5233.0,-0.30825,0.901,3.39,1.172482137234565,2.3933394562625097,2.5494451709255714,3.5601650127578006,0.6070444815065336
KOI-1833 d,Kepler-968,2.58,0.0,613.0,0.0634,4413.0,-0.7626,0.6810000000000002,2.14,2.4865719291070616,1.7047480922384253,3.3446270301737613,2.1615973996930684,0.5110256037686569
KOI-1843.03,Kepler-974,0.61,0.0809999999999999,1654.0,0.005,3584.0,-1.35426,0.4600000000000001,4.79,2.1972245773362196,1.269760544863939,6.665820925995703,0.1628764705723464,0.37156355643248307
KOI-217 b,KOI-217,12.442,0.0,1046.0,0.0477,5545.0,-0.16872,0.95,1.7,2.3243465847755584,1.269760544863939,5.6095926670005465,1.5902795575498716,0.6205764877251099
KOI-3503 b,KOI-3503,1.19,0.0,785.0,0.14247,6001.0,0.30005,0.858,11.48,2.322387720290225,2.3978952727983707,4.513054897080286,3.0994163848308727,0.8131499729546416
KOI-3503 c,KOI-3503,1.21,0.0,686.0,0.18688,6001.0,0.30005,0.858,11.48,2.4300984132930052,2.3978952727983707,3.979681653901961,3.4912818097674654,0.8131499729546416
KOI-351 b,KOI-351,1.31,0.0,1062.0,0.074,6080.0,0.26853,1.2,0.53,1.184789984909162,1.8794650496471605,5.760295124479886,2.0804598979790008,0.7884573603642702
KOI-351 c,KOI-351,1.19,0.0,987.0,0.089,6080.0,0.26853,1.2,0.53,1.0331844833456545,1.9315214116032138,5.469388372569137,2.274121315993465,0.7884573603642702
KOI-351 d,KOI-351,2.87,0.0,520.0,0.32,6080.0,0.26853,1.2,0.53,2.2617630984737906,1.0986122886681096,2.953242221933039,4.106547634275406,0.7884573603642702
KOI-351 e,KOI-351,2.66,0.0,450.0,0.4199999999999999,6080.0,0.26853,1.2,0.53,2.1471001901536506,1.1662709371419244,2.418410658499636,4.5319447627350335,0.7884573603642702
KOI-351 f,KOI-351,2.88,0.0,407.0,0.48,6080.0,0.26853,1.2,0.53,2.2669579153508947,1.095273387402595,2.0536107816453146,4.835602310999087,0.7884573603642702
KOI-351 g,KOI-351,7.718,0.0292,342.0,0.71704,6031.13,0.26853,1.2419999999999998,0.53,2.772588722239781,0.24069108878599677,1.478645622184077,5.3553361539740045,0.7816158285475535
KOI-351 h,KOI-351,11.252,0.0276,294.0,0.97062,6031.13,0.26853,1.2419999999999998,0.53,5.318119993844216,0.6480603754832048,1.0469680555157712,5.8069494662983,0.7816158285475535
KOI-3680 b,KOI-3680,11.09691,0.496,347.0,0.534,5830.0,0.06783,1.01,3.2,6.420665550135479,1.2412685890696329,1.4586150226995167,4.957527519446871,0.6729444732424258
KOI-4777.01,KOI-4777,0.51,0.0,1180.0,0.008,3515.0,-1.64043,0.41,4.0,4.607168188650764,1.269760544863939,5.771441123130016,0.3450071390710503,0.33647223662121295
KOI-4978 b,KOI-4978,0.7,0.0073999999999999,1277.026,0.102,5050.28,-0.1769,0.8590000000000001,1.48,0.23980399220731702,1.6752256529721035,6.21321018628925,0.6637013769338169,0.6760010217249748
KOI-7368 b,KOI-7368,2.22,0.0,805.0,0.0678,5241.0,-0.31552,0.8790000000000001,0.036,1.8809906029559977,1.332366019094335,4.607567310587813,2.059625800297667,0.6280751838162304
KOI-7913 b,KOI-7913 A,2.34,0.0,432.0,0.1456,4324.0,-0.76792,0.76,0.036,1.9572739077056285,1.2837077723447896,2.2267833795777636,3.2299563287163964,0.5810976767513224
KOI-94 b,KOI-94,1.71,0.25,1486.0,0.05119,6182.0,0.479,1.277,3.16,2.4423470353692043,2.4069451083182885,6.960519441113174,1.5567137000346618,0.924258901523332
KOI-94 c,KOI-94,4.32,0.43,1012.0,0.1013,6182.0,0.479,1.277,3.16,2.8094026953624973,0.6471032420585385,5.595525174774757,2.435685592797589,0.924258901523332
KOI-94 d,KOI-94,11.27,0.022,806.0,0.1684,6182.0,0.479,1.277,3.16,4.672828834461906,0.30968815271439554,4.5861912193902885,3.1502966820694454,0.924258901523332
KOI-94 e,KOI-94,6.56,0.019,584.0,0.3046,6182.0,0.479,1.277,3.16,3.58351893845611,0.4700036292457356,3.4242626545931514,4.013140110540799,0.924258901523332
KOI-984 b,KOI-984,4.3,0.12,1022.0,0.0504,5295.0,-0.324,0.9280000000000002,1.3,2.89591193827178,0.7793248768009976,5.232764998307801,1.6654738576528976,0.597736995755287
KOI-984 c,KOI-984,14.1,0.38,597.0,0.1467,5295.0,-0.324,0.9280000000000002,1.3,5.350909816667207,0.34429867287067695,3.1902716352263534,3.114048500372033,0.597736995755287
KPS-1 b,KPS-1,11.54527,0.0,1459.0,0.0269,5165.0,-0.35281,0.8920000000000001,6.408,5.850576733677796,0.8372475245337022,6.593044534142437,0.9955790627693746,0.645531326618282
Kapteyn c,Kapteyn,2.54,0.23,300.75,0.311,3550.0,-1.79289,0.281,2.385,2.0794415416798357,1.208960345836975,0.8747187337881318,4.8084375072975085,0.25541711186450544
Kepler-10 b,Kepler-10,1.47,0.0,2188.0,0.01685,5708.0,0.05467,0.91,10.6,1.4445632692438664,1.8779371654691073,8.227583929794449,0.6084008908675569,0.7251302264129961
Kepler-10 c,Kepler-10,2.355,0.136,579.0,0.241,5708.0,0.05467,0.91,10.6,2.5087859235779435,1.749199854809259,2.9601050959108397,3.835018864963255,0.7251302264129961
Kepler-10 d,Kepler-10,3.49,0.19,387.0,0.5379,5708.0,0.05467,0.91,10.6,2.5649493574615367,0.9360933591703346,1.7880538176772558,5.0242751798002905,0.7251302264129961
Kepler-100 b,Kepler-100,1.34,0.13,1155.0,0.07309,5837.0,0.39445,1.13,6.92,1.6114359150967734,2.592108569021155,6.172147261733411,2.065258942400093,0.9202827531436926
Kepler-100 c,Kepler-100,2.2,0.02,939.0,0.11061,5825.0,0.39445,1.08,6.46,2.085672091430472,1.0010369453168206,5.345472862041008,2.625820102833238,0.9122827104766162
Kepler-100 d,Kepler-100,1.61,0.38,670.0,0.21747,5825.0,0.39445,1.08,6.46,1.3862943611198906,1.3072300496606435,4.0069876710038494,3.5927291715220644,0.9122827104766162
Kepler-100 e,Kepler-100,5.27,0.026437,571.7,0.312391586,5884.0,0.39445,1.097,6.92,3.224568322615312,0.6450068052320104,3.3378999943335814,4.125335800819821,0.9162907318741551
Kepler-1000 b,Kepler-1000,4.76,0.0,473.0,0.5326,6453.0,0.7147,1.4,1.26,3.0587070727153796,0.708035793053696,2.9444389791664403,4.795940345946357,0.9202827531436926
Kepler-1001 b,Kepler-1001,3.15,0.0,693.0,0.11147,5491.0,-0.27856,0.9,4.68,2.4069451083182885,1.0224509277025458,3.7341634789540805,2.72818740183422,0.6312717768418579
Kepler-1001 c,Kepler-1001,1.57799279,0.0,804.0,0.08296,5376.0,-0.27856,0.9300000000000002,1.82,1.4134230285081433,1.6770965609079151,4.29592393562047,2.3206077056311467,0.6078479733343983
Kepler-1002 b,Kepler-1002,1.71,0.0,1453.0,0.0564,6144.0,0.501,1.22,4.07,1.5195132049061133,1.5933085305042167,6.8902835330700976,1.6745567647094777,0.9439058989071286
Kepler-1003 b,Kepler-1003,1.78,0.0,1157.0,0.04333,6109.0,0.28151,1.11,3.16,1.5727739280625088,1.551808799597464,6.704322438975256,1.516194117485271,0.7747271675523681
Kepler-1004 b,Kepler-1004,6.28,0.0,1661.0,0.06791,4972.0,0.71341,1.11,7.76,3.5115454388310208,0.5429055172294024,7.38466438544322,1.8386268129466559,1.47932922708708
Kepler-1005 b,Kepler-1005,1.5,0.0,1026.0,0.06717,5782.0,0.1356,1.0,6.17,1.3506671834767394,1.7334238922150915,5.711515828378488,2.0146383521873523,0.7227059828014898
Kepler-1006 b,Kepler-1006,1.54,0.0,791.0,0.1464,5328.0,-0.4,0.78,4.27,1.3837912309017721,1.7047480922384253,5.040148787868021,3.033110926732983,0.5538851132264376
Kepler-1007 b,Kepler-1007,1.44,0.0,652.0,0.048,4587.0,-0.56838,0.73,4.17,1.3001916620664788,1.776645831418007,3.775515760773483,1.8221273410101184,0.5306282510621704
Kepler-1008 b,Kepler-1008,1.28,0.0,627.0,0.09755,5066.0,-0.50671,0.81,6.76,1.1568811967920856,1.9035989509835904,3.594788530714341,2.5981841380999358,0.5766133643039938
Kepler-1009 b,Kepler-1009,2.17,0.0,403.0,0.0796,4027.0,-0.98735,0.5900000000000001,3.16,1.8484548129046003,1.355835153635182,2.5305967757051158,2.513665712420144,0.4510756193602167
Kepler-101 b,Kepler-101,5.77,0.086,1513.0,0.0474,5667.0,0.42034,1.17,5.9,3.9531649487593215,0.8960880245566356,7.123940275614415,1.5013361318292777,0.9400072584914712
Kepler-101 c,Kepler-101,1.25,0.0,1413.0,0.0684,5667.0,0.42034,1.17,5.9,1.5644405465033646,2.4423470353692043,6.392032684603439,1.9501525658372503,0.9400072584914712
Kepler-1010 b,Kepler-1010,2.32,0.0,477.0,0.1929999999999999,5253.0,-0.41164,0.86,4.79,1.9444805562457188,1.2919836816486496,2.413231613081109,3.5629922132309564,0.598836501088704
Kepler-1011 b,Kepler-1011,2.87,0.0,920.0,0.0633,5416.0,-0.37597,0.91,4.47,2.2617630984737906,1.0986122886681096,4.698551233485398,1.910019720480442,0.6312717768418579
Kepler-1012 b,Kepler-1012,1.29,0.0,934.0,0.06066,5556.0,-0.19399,0.95,3.72,1.1662709371419244,1.8961194845522977,5.26171043449084,1.8731250538216435,0.6471032420585385
Kepler-1013 b,Kepler-1013,2.15,0.0,766.0,0.137,4954.0,-0.53079,0.81,4.27,1.8357763546448291,1.3635373739972745,2.8391369413309167,2.992253709860548,0.5653138090500605
Kepler-1014 b,Kepler-1014,2.39,0.0,614.0,0.121,5388.0,-0.3365,0.8800000000000001,4.79,1.9878743481543455,1.264126727145683,3.5403504430547312,2.8662557135444877,0.6097655716208943
Kepler-1015 b,Kepler-1015,3.55,0.0,1040.0,0.1345,6769.0,0.55886,1.49,1.58,2.5877640352277083,0.9202827531436926,5.1539387838694815,2.833504015924702,1.0331844833456545
Kepler-1016 b,Kepler-1016,2.18,0.0,1540.0,0.03044,5821.0,0.12363,0.99,3.89,1.8547342683894434,1.3506671834767394,7.276697471606201,1.0833376707271747,0.6931471805599453
Kepler-1016 c,Kepler-1016,3.68,0.0,407.0,0.4351900000000001,5821.0,0.12363,0.99,3.89,2.6461747973841225,0.8919980393051105,2.088277390342235,4.669600609720849,0.6931471805599453
Kepler-1017 b,Kepler-1017,1.99,0.0,831.0,0.07196,5473.0,-0.16138,0.9300000000000002,2.95,1.7263316639055994,1.4398351280479205,4.792504159605582,2.1082724929370578,0.6259384308664953
Kepler-1018 b,Kepler-1018,2.58,0.0,498.0,0.253,5518.0,-0.08221,0.91,4.47,2.1016921506146558,1.1939224684724346,2.5724595467958618,3.914047981778922,0.6312717768418579
Kepler-1019 b,Kepler-1019,1.46,0.0,1164.0,0.0221,4433.0,-0.80636,0.7,3.55,1.3164082336557241,1.7613002617433464,5.802870358427951,0.8801369272972237,0.5128236264286637
Kepler-102 d,Kepler-102,1.154,0.092,686.0,0.08618,4909.0,-0.58436,0.8030000000000002,1.1,1.3862943611198906,2.4595888418037104,3.6349511120883804,2.42584351134661,0.5446471722415014
Kepler-102 e,Kepler-102,2.17,0.089,590.0,0.1162,4909.0,-0.58436,0.8030000000000002,1.1,1.7404661748405044,1.252762968495368,3.0587070727153796,2.8417473783170415,0.5446471722415014
Kepler-1020 b,Kepler-1020,2.28,0.0,325.0,0.37594,5227.0,-0.43597,0.87,3.63,1.9198594718553708,1.308332819650179,1.2056713609615175,4.584101283223426,0.5877866649021191
Kepler-1021 b,Kepler-1021,2.33,0.0,634.0,0.1034,5431.0,-0.28836,0.89,4.68,1.951608170169951,1.2864740258376797,3.9390543444791764,2.6724020014764407,0.6205764877251099
Kepler-1022 b,Kepler-1022,2.36,0.0,512.0,0.0805,4445.0,-0.85831,0.71,3.63,1.969905654611529,1.275362800412609,3.0085497772646055,2.4844647838462888,0.5187937934151676
Kepler-1023 b,Kepler-1023,2.63,0.0,524.0,0.30284,5494.0,-0.1926,0.9300000000000002,4.47,2.1294214739848565,1.1755733298042381,2.0766877534832147,4.145335024593998,0.636576829071551
Kepler-1024 b,Kepler-1024,3.91,0.0,376.0,0.3033,5143.0,-0.34993,0.81,5.25,2.740840023925201,0.8458682675776092,1.863459783393246,4.210885542402391,0.5766133643039938
Kepler-1025 b,Kepler-1025,1.98,0.0,1654.0,0.2160699999999999,6089.0,0.28708,1.09,3.31,1.7191887763932197,1.4445632692438664,2.9419094668564845,3.6460489151723188,0.7561219797213337
Kepler-1026 b,Kepler-1026,2.21,0.0,425.0,0.1977,4948.0,-0.61688,0.79,4.57,1.8748743759385615,1.3376291891386096,1.9441943922718101,3.624756987746908,0.5596157879354227
Kepler-1027 b,Kepler-1027,0.89,0.0,1268.0,0.02911,5436.0,0.01051,0.91,1.41,0.49469624183610705,1.790091412127358,7.05919657746261,1.0673985694632424,0.598836501088704
Kepler-1028 b,Kepler-1028,1.33,0.0,1217.0,0.0354,5522.0,-0.24485,0.9,4.68,1.2029723039923526,1.8625285401162623,6.255051141149285,1.2569326404610353,0.6259384308664953
Kepler-1029 b,Kepler-1029,1.26,0.0,790.0,0.047,5030.0,-0.61975,0.8200000000000001,4.07,1.1410330045520618,1.9242486522741338,4.53431844501614,1.6896707212372721,0.5709795465857378
Kepler-103 b,Kepler-103,3.4857,0.171,973.0,0.133,6047.0,0.42431,1.212,6.03,2.5392369943330477,0.924258901523332,5.020823220483746,2.8311717732327,0.9130856009252067
Kepler-103 c,Kepler-103,5.4539,0.103,434.0,0.6679,6047.0,0.42431,1.212,6.03,4.085471983718502,1.091923300517313,1.9416152247724325,5.196338792340594,0.9130856009252067
Kepler-1030 b,Kepler-1030,2.48,0.0,529.0,0.1338,4983.0,-0.55288,0.8,4.37,2.0425181875752383,1.2296405510745139,2.883738696593066,3.012074221562105,0.5653138090500605
Kepler-1031 b,Kepler-1031,0.87,0.0,2024.0,0.0218,6011.0,0.17,1.09,3.39,0.46373401623214017,1.7783364488959144,8.287744806342403,0.8003038761203919,0.7514160886839212
Kepler-1032 b,Kepler-1032,1.87,0.0,802.0,0.0361,4647.0,-0.65547,0.77,1.86,1.6409365794934714,1.5040773967762742,5.176962961135861,1.4563142274337435,0.5364933705145685
Kepler-1033 b,Kepler-1033,2.51,0.0,914.0,0.0761,5547.0,-0.12579,0.94,5.01,2.060513531794317,1.2178757094949273,5.07780784313447,2.1471618775032835,0.6523251860396903
Kepler-1034 b,Kepler-1034,2.26,0.0,675.0,0.0965,5198.0,-0.43881,0.83,4.79,1.9065751436566365,1.3164082336557241,3.631965128129182,2.5744433336295325,0.5877866649021191
Kepler-1035 b,Kepler-1035,1.17,0.0,1301.0,0.03883,5763.0,0.209,0.98,4.47,0.9969486348916093,1.927164106234258,7.074171006092315,1.3121303445110921,0.6780335427498971
Kepler-1036 b,Kepler-1036,3.01,0.0,326.0,0.47726,5533.0,-0.20151,0.95,3.24,2.334083760053417,1.0577902941478545,1.340512168464763,4.819319859765797,0.636576829071551
Kepler-1037 b,Kepler-1037,1.28,0.0,1650.0,0.0198,5105.0,-0.44752,0.8200000000000001,5.13,1.1568811967920856,1.9035989509835904,6.924055702283611,0.724543455264995,0.5766133643039938
Kepler-1038 b,Kepler-1038,3.53,0.0,285.0,0.5238,5335.0,-0.362,0.87,4.27,2.580216829592325,0.924258901523332,0.9210792486059522,5.007031061312377,0.6043159668533296
Kepler-1038 c,Kepler-1038,1.4162338,0.0,784.0,0.0692,5159.0,-0.362,0.8680000000000001,14.0,1.2781522025001875,1.7934247485471162,4.502472787749749,2.095273034399134,0.5993858007454709
Kepler-1039 b,Kepler-1039,1.46,0.0,2080.0,0.01714,4870.0,-0.64925,0.79,4.37,1.3164082336557241,1.7613002617433464,6.50597537217071,0.6600475014364489,0.5538851132264376
Kepler-104 b,Kepler-104,3.1,0.0,852.0,0.094,5711.0,0.08926,0.818,13.18,3.0252910757955354,1.622324127378673,4.795021655034817,2.5199156213811627,0.8539897056767758
Kepler-104 c,Kepler-104,3.13,0.0,668.0,0.153,5711.0,0.08926,0.818,13.18,2.097319284485732,1.3850072831903335,3.838118089580174,3.2055151674563174,0.8539897056767758
Kepler-104 d,Kepler-104,3.58,0.0,515.0,0.257,5711.0,0.08926,0.818,13.18,1.8779709676501009,0.9815318811107803,2.833918977391387,3.9656660230525658,0.8539897056767758
Kepler-1040 b,Kepler-1040,2.08,0.0,300.0,0.6724899999999999,5694.0,-0.04375,0.98,4.17,1.7884205679625405,1.3962446919730587,1.1381534632886423,5.30886850697799,0.6729444732424258
Kepler-1041 b,Kepler-1041,2.94,0.0,644.0,0.1688,5957.0,0.48914,1.06,3.55,2.298577071596507,1.0784095813505903,4.778753676838761,3.2487313636616237,0.7323678937132266
Kepler-1042 b,Kepler-1042,2.19,0.0,574.0,0.0756,4815.0,-0.6,0.75,4.79,1.860974538249528,1.3454723665996355,3.2831643147505627,2.4098261568122448,0.5423242908253616
Kepler-1043 b,Kepler-1043,2.55,0.0,532.0,0.2159,5629.0,-0.07309,0.9200000000000002,4.47,2.084429083190875,1.2029723039923526,3.1220124394643207,3.6764358475805596,0.6418538861723948
Kepler-1044 b,Kepler-1044,2.67,0.0,1058.0,0.0741,5985.0,0.03099,1.08,3.55,2.1529243184396396,1.1631508098056809,5.391338564995858,2.0507962396199217,0.7466879474879752
Kepler-1045 b,Kepler-1045,2.69,0.0,512.0,0.1616,5301.0,-0.33356,0.86,4.47,2.1633230256605382,1.1537315878891892,3.002062197248861,3.3109245019318867,0.598836501088704
Kepler-1046 b,Kepler-1046,1.71,0.0,786.0,0.11858,5913.0,0.06429,1.04,3.63,1.5195132049061133,1.5933085305042167,4.628886712605407,2.732748039695186,0.712949807856125
Kepler-1047 b,Kepler-1047,2.09,0.0,503.0,0.29871,5754.0,0.42359,1.08,4.47,1.7950872593207297,1.3912819026309298,3.3962183401149915,4.046356128830643,0.7561219797213337
Kepler-1047 c,Kepler-1047,0.99,0.0,1309.0,0.04413,5754.0,0.42359,1.08,4.47,0.6611403844248589,1.8421356765531218,7.188461828947489,1.4324563150447034,0.7561219797213337
Kepler-1048 b,Kepler-1048,1.61,0.0,619.0,0.059,4651.0,-0.40925,0.75,3.98,1.4398351280479205,1.6563214983329508,4.584722550718986,2.0695187494599763,0.5306282510621704
Kepler-1049 b,Kepler-1049,0.95,0.0,625.0,0.0349,3864.0,-1.13956,0.51,3.8,0.5927742064131581,1.8213182714695995,3.9401633263724563,1.4524239757965398,0.3987761199573678
Kepler-105 b,Kepler-105,2.53,0.02,1418.0,0.06016,5933.0,0.09657,0.991,4.27,2.468099531471619,1.5432981099295553,5.8371734407547144,1.85820295601586,0.7060634058264916
Kepler-105 c,Kepler-105,1.44,0.02,997.0,0.07229,5933.0,0.09657,0.991,4.27,1.8870696490323797,2.4336133554004498,5.468764534342187,2.095058952574912,0.7060634058264916
Kepler-1050 b,Kepler-1050,1.6,0.0,1039.0,0.12353,6010.0,0.05871,1.09,3.55,1.4327007339340463,1.66392609771817,4.143531473073984,2.795985043788332,0.7561219797213337
Kepler-1050 c,Kepler-1050,1.48,0.0,935.0,0.15264,6010.0,0.05871,1.09,3.55,1.332366019094335,1.7457155307266483,3.7291573006125063,3.0968644227569566,0.7561219797213337
Kepler-1051 b,Kepler-1051,3.4,0.0,850.0,0.18395,6675.0,0.52413,1.4300000000000002,1.74,2.5257286443082556,0.9593502213346021,4.482516558231819,3.2944285596210676,1.0043016091968684
Kepler-1052 b,Kepler-1052,2.93,0.0,522.0,0.20988,5888.0,-0.04685,1.03,3.55,2.2935443483418965,1.0818051703517284,3.0899509487929726,3.5794503284315065,0.708035793053696
Kepler-1052 c,Kepler-1052,2.3,0.0,302.0,0.6135,5818.0,-0.04685,0.9370000000000002,1.2,1.9315214116032138,1.297463147413275,1.085189268335969,5.203576534134722,0.6141039732194924
Kepler-1053 b,Kepler-1053,0.98,0.0,953.0,0.0315,4529.0,-0.89512,0.74,3.09,0.6439569363691736,1.8373699804801074,4.9474682764620805,1.2279876225826896,0.5247285289349821
Kepler-1054 b,Kepler-1054,2.63,0.0,1177.0,0.05542,6209.0,0.36867,1.22,2.82,2.1294214739848565,1.1755733298042381,6.635321688581844,1.6689432049763686,0.8501509293696101
Kepler-1055 b,Kepler-1055,1.23,0.0,1304.0,0.0335,5723.0,-0.14818,0.98,3.09,1.1118575154181303,1.9487632180377197,6.474285680064332,1.1924171642521293,0.6626879730752367
Kepler-1056 b,Kepler-1056,3.01,0.0,590.0,0.1628999999999999,6127.0,0.22658,1.12,2.95,2.334083760053417,1.0577902941478545,4.058890081237698,3.3497498999497535,0.7884573603642702
Kepler-1057 b,Kepler-1057,3.36,0.0,724.0,0.1138,5987.0,-0.0058,1.07,3.09,2.501435951739211,0.9631743177730056,4.2515334790722905,2.7139179176662456,0.7419373447293773
Kepler-1058 b,Kepler-1058,2.72,0.0,239.0,0.3678999999999999,4644.0,-0.31631,0.73,3.39,2.180417459019838,1.144222799920162,0.5709795465857378,4.7181904308750955,0.5247285289349821
Kepler-1059 b,Kepler-1059,1.73,0.0,908.0,0.044,4906.0,-0.52036,0.75,5.37,1.534714366238164,1.5810384379124023,5.1652087416874854,1.5611277531239012,0.5423242908253616
Kepler-106 b,Kepler-106,0.82,0.0,1021.0,0.06491,5858.0,0.08255,1.0,4.83,1.840549633397487,1.269760544863939,5.628397790416434,1.9691885216614642,0.712949807856125
Kepler-106 c,Kepler-106,2.5,0.0,785.0,0.10987,5858.0,0.08255,1.0,4.83,2.437115985951652,1.4539530095937054,4.583997620755291,2.679019526043618,0.712949807856125
Kepler-106 d,Kepler-106,0.95,0.0,649.0,0.16063,5858.0,0.08255,1.0,4.83,2.2082744135228043,1.269760544863939,3.8363723054199843,3.2180835110705046,0.712949807856125
Kepler-106 e,Kepler-106,2.56,0.0,531.0,0.24006,5858.0,0.08255,1.0,4.83,2.498973906999436,1.410986973710262,3.0584253428924146,3.803200949992814,0.712949807856125
Kepler-1060 b,Kepler-1060,2.38,0.0,484.0,0.2495,5797.0,0.07184,0.99,4.27,1.9823798288367047,1.2669476034873244,2.9132198519795267,3.8686547866116956,0.688134638736401
Kepler-1061 b,Kepler-1061,1.98,0.0,1332.0,0.0388,6067.0,0.08762,1.09,2.14,1.7191887763932197,1.4445632692438664,6.671401100319341,1.3238822884207635,0.7275486072772778
Kepler-1062 b,Kepler-1062,1.76,0.0,583.0,0.0748,4597.0,-0.6822,0.75,2.45,1.55814461804655,1.5644405465033646,3.548467300397191,2.33254389095479,0.5306282510621704
Kepler-1063 b,Kepler-1063,1.49,0.0,931.0,0.1176,5945.0,0.166,1.09,3.39,1.3428648031925547,1.7404661748405044,4.024100908833496,2.7133504406501285,0.76080582903376
Kepler-1064 b,Kepler-1064,1.55,0.0,570.0,0.1183,5153.0,-0.401,0.8500000000000001,3.89,1.3912819026309298,1.6974487897568138,3.2530839961979376,2.8645297795101365,0.5822156198526637
Kepler-1065 b,Kepler-1065,3.73,0.0,1092.0,0.0455,5635.0,-0.11584,0.94,4.47,2.667228206581955,0.8837675401685949,6.042419034106791,1.5280779340570072,0.6575200029167942
Kepler-1065 c,Kepler-1065,1.6,0.0,1256.0,0.0344,5635.0,-0.11584,0.94,4.47,1.4327007339340463,1.66392609771817,6.600712321651627,1.2150039657227636,0.6575200029167942
Kepler-1066 b,Kepler-1066,2.36,0.0,1290.0,0.0298,5762.0,-0.18995,0.98,3.8,1.969905654611529,1.275362800412609,6.566699152371647,1.0755346496306535,0.6830968447064438
Kepler-1067 b,Kepler-1067,0.8,0.0,1872.0,0.0164,5592.0,-0.14725,0.95,4.79,0.3625576070968879,1.7387102481382395,7.923984373173038,0.5665228852091713,0.6575200029167942
Kepler-1067 c,Kepler-1067,1.74682428,0.0,973.0,0.06069,5594.0,-0.14725,0.981,0.81,1.547562508716013,1.5706970841176697,5.256453162449338,1.8603273461287109,0.6595903970311026
Kepler-1068 b,Kepler-1068,3.63,0.0,702.0,0.13038,5806.0,-0.02521,1.01,4.17,2.624668592163159,0.9042181506398859,4.041875137868284,2.886109416455644,0.6981347220709844
Kepler-1069 b,Kepler-1069,1.6,0.0,823.0,0.16587,5722.0,0.37196,0.99,4.37,1.4327007339340463,1.66392609771817,4.371660592424703,3.214828830823688,0.6830968447064438
Kepler-107 b,Kepler-107,1.536,0.1,1592.0,0.04544,5854.0,0.36449,1.238,4.29,1.5686159179138452,1.916922612182061,6.97914527506881,1.43031646183407,0.8948627844605346
Kepler-107 c,Kepler-107,1.597,0.08,1378.0,0.06064,5854.0,0.36449,1.238,4.29,2.3978952727983707,2.6741486494265287,6.401917196727186,1.7751984223285344,0.8948627844605346
Kepler-107 e,Kepler-107,2.903,0.1,955.0,0.12638,5854.0,0.36449,1.238,4.29,2.714694743820879,1.430311246536665,4.939497266262916,2.7567859510928048,0.8948627844605346
Kepler-1070 b,Kepler-1070,1.73,0.0,1101.0,0.06753,6261.0,0.28486,1.21,2.75,1.534714366238164,1.5810384379124023,5.943151019329376,1.9770785705597231,0.8415671856782186
Kepler-1071 b,Kepler-1071,2.38,0.0,814.0,0.0629,5215.0,-0.31262,0.86,4.27,1.9823798288367047,1.2669476034873244,3.8312466954008584,1.9712972103558226,0.5933268452777344
Kepler-1072 b,Kepler-1072,1.58,0.0,1849.0,0.02742,6199.0,0.36531,1.2,2.88,1.415853163361435,1.6770965609079151,7.987864096085687,0.9435426041297973,0.8415671856782186
