pl_name,hostname,pl_rade,pl_orbeccen,pl_eqt,pl_orbsmax,st_teff,st_lum,st_mass,st_age,pl_bmasse,pl_dens,pl_insol,pl_orbper,st_rad
GJ 1265 b,GJ 1265,2.63,0.04,454.525,0.026,3236.0,-2.4389,0.178,4.840999999999999,2.128231705849268,1.1755733298042381,2.31785781283886,1.5371037507633487,0.17563256864315802
GJ 1289 b,GJ 1289,2.38,0.0,150.0,0.27,3296.0,-2.25995,0.21,4.252999999999999,1.9837562915454279,1.269760544863939,0.11645601804659517,4.7250842826534285,0.21914516842443724
GJ 143 b,GJ 143,2.61,0.188,422.0,0.1915,4640.0,-0.6862,0.73,3.8,3.1654750481410856,2.0794415416798357,2.473272568889633,3.6003905315458002,0.5276827408324136
GJ 15 A b,GJ 15 A,1.55,0.094,550.0,0.072,3607.0,-1.655,0.38,5.095000000000001,1.3937663759585917,1.6992786164338898,2.7673819801899553,2.5209733558243936,0.32208349916911333
GJ 160.2 b,GJ 160.2,3.17,0.06,772.367,0.053,4347.0,-0.79588,0.69,3.399,2.4159137783010487,1.0152306797290587,4.307386983744225,1.8302427310437488,0.5039055350880208
GJ 163 b,GJ 163,3.25,0.073,370.8,0.0607,3500.0,-1.708,0.4,6.0,2.451005098112319,0.9932517730102834,1.545052312072278,2.2650722006842066,0.343403871521382
GJ 163 c,GJ 163,2.5,0.099,323.34700000000004,0.1254,3500.0,-1.708,0.4,6.0,2.0541237336955462,1.2208299213923592,1.1274824125690803,3.282060179536089,0.343403871521382
GJ 163 d,GJ 163,5.92,0.373,303.62,1.0304,3500.0,-1.708,0.4,6.0,3.414442608412176,0.5760514086836981,0.9375098879122594,6.405147727499492,0.343403871521382
GJ 179 b,GJ 179,13.8,0.21,300.0,2.4100000000000006,3370.0,-1.796,0.357,4.69,5.713524819030195,0.4891933236388768,0.9438898203360091,7.735870319952567,0.32208349916911333
GJ 180 b,GJ 180,2.43,0.07,358.39,0.092,3371.0,-1.88606,0.4299999999999999,4.260000000000001,2.0135687975291283,1.2499017362143359,1.4388550608093964,2.8977334826718883,0.3457497810912148
GJ 180 c,GJ 180,2.41,0.09,370.29,0.129,3371.0,-1.88606,0.4299999999999999,3.767,2.0014800002101243,1.2556160374777745,1.4940240375668006,3.2319499843554724,0.3457497810912148
GJ 180 d,GJ 180,2.66,0.14,235.188,0.309,3371.0,-1.88606,0.4299999999999999,1.052,2.1471001901536506,1.1662709371419244,0.6565937001871365,4.675628649636653,0.3457497810912148
GJ 2030 b,GJ 2030,2.03,0.239,1567.3,0.034,5485.0,0.6123,0.96,8.558,1.7522258995402713,1.4182774069729414,7.158638149148071,1.2182572934872284,1.1758942659530434
GJ 229 A c,GJ 229,2.87,0.366,308.22,0.384,3564.0,-1.55284,0.509,0.4,2.25982027387003,1.095273387402595,0.9677250616855217,4.811636888466585,0.3784364357202451
GJ 229 b,GJ 229,3.97,0.404,281.36,1.086,3564.0,-1.55284,0.509,0.4,2.768702124820454,0.8372475245337022,1.0691343700087854,6.363846647752072,0.3784364357202451
GJ 238 b,GJ 238,0.566,0.0560099999999999,758.0,0.02123,3485.0,-1.61618,0.4193,6.685,0.11867152971749864,1.5727739280625088,4.684554215242157,1.0096717429376072,0.3586529863223601
GJ 251 b,GJ 251,1.79,0.0,336.0,0.0808,3342.0,-1.80967,0.35,6.8,1.578978704949392,1.545432582458188,1.2149127443642704,2.7237266804872178,0.3074846997479606
GJ 251 c,GJ 251,1.8,0.0,216.0,0.196,3342.0,-1.80967,0.35,6.8,1.5851452198650557,1.5390154481375546,0.3393253056036194,4.000894318330778,0.3074846997479606
GJ 27.1 b,GJ 27.1,3.66,0.08,476.0,0.101,3542.0,-1.58503,0.53,3.967,2.639057329615259,0.9001613499442714,2.3945448565235736,2.822509199745296,0.41797782979974335
GJ 273 b,GJ 273,1.51,0.1,284.8,0.091101,3382.0,-2.05552,0.2899999999999999,4.369000000000001,1.358409157630355,1.724550719534605,0.7227059828014898,2.9780671601464244,0.25696509978972043
GJ 273 c,GJ 273,1.06,0.17,442.9,0.036467,3382.0,-2.05552,0.2899999999999999,4.343999999999999,0.7793248768009976,1.8625285401162623,2.0360119837525,1.7445630343970802,0.25696509978972043
GJ 3021 b,GJ 3021,13.1,0.511,350.0,0.49,5540.0,-0.18,0.9,0.37,6.977318654367454,1.2864740258376797,1.6960667755382794,4.903124319710477,0.6418538861723948
GJ 3082 b,GJ 3082,2.79,0.22,445.334,0.079,3910.0,-1.46273,0.4699999999999999,4.70901,2.2192034840549946,1.1216775615991057,2.2658301454729344,2.561018565086703,0.3820026718738194
GJ 3090 b,GJ 3090,2.18,0.25,723.0,0.0316,3707.0,-1.34199,0.519,2.7265,1.7083778602890038,1.2237754316221157,3.8372994592322094,1.3488785329812736,0.41607528722017995
GJ 3090 c,GJ 3090,3.14,0.0,407.2,0.0997,3707.0,-1.34199,0.519,3.16,2.3978952727983707,1.0188473201992472,1.7191887763932197,2.8297190106842147,0.41607528722017995
GJ 3138 b,GJ 3138,1.18,0.19,892.985,0.0197,3717.0,-1.34679,0.6810000000000002,2.505,1.0224509277025458,1.9387416595767009,4.779963476361254,0.7975207093063948,0.4054651081081644
GJ 3138 c,GJ 3138,1.88,0.11,511.5,0.057,3717.0,-1.34679,0.6810000000000002,4.648000000000001,1.6448050562713916,1.4951487660319727,2.7013612129514133,1.9421889482534596,0.4054651081081644
GJ 3138 d,GJ 3138,3.23,0.32,134.29000000000002,0.698,3717.0,-1.34679,0.6810000000000002,2.27,2.4423470353692043,0.9969486348916093,0.09531017980432487,5.556055562626746,0.4054651081081644
GJ 317 b,GJ 317,13.3,0.0826,283.9,1.138,3496.0,-1.68663,0.4019999999999999,5.0,6.678970847777841,1.0508216248317612,0.6849590672357783,6.546340548552841,0.3386128011203239
GJ 328 b,GJ 328,13.3,0.227,132.35000000000002,4.109999999999999,3897.0,-1.08,0.65,4.949999999999999,6.683047131287607,1.0508216248317612,0.0920194703931526,8.235360643753348,0.48858001481867097
GJ 328 c,GJ 328,4.91,0.1982999999999999,331.807,0.657,3897.0,-1.08,0.65,6.81,3.109060958860994,0.6896410412306576,1.1760057727346802,5.492238059185343,0.48858001481867097
GJ 3293 b,GJ 3293,5.19,0.06,290.61,0.14339,3466.0,-1.65758,0.4199999999999999,6.283,3.2003044392827653,0.6549259677397475,0.7275486072772778,3.4531159805061185,0.3393253056036194
GJ 3293 c,GJ 3293,4.87,0.11,176.33,0.36175,3466.0,-1.65758,0.4199999999999999,5.98,3.095125017432026,0.6931471805599453,0.15700374880966467,4.817209108503517,0.3393253056036194
GJ 3293 d,GJ 3293,2.67,0.12,301.202,0.1939399999999999,3466.0,-1.65758,0.4199999999999999,3.221,2.151762203259462,1.1600209167967532,0.46373401623214017,3.894561435717025,0.3393253056036194
GJ 3293 e,GJ 3293,1.63,0.21,371.9,0.08208,3466.0,-1.65758,0.4199999999999999,4.170000000000001,1.4539530095937054,1.6409365794934714,1.4678743481123135,2.6570586155819265,0.3393253056036194
GJ 3323 b,GJ 3323,1.23,0.23,343.81000000000006,0.03282,3159.0,-2.56864,0.164,5.991999999999999,1.1052568313867783,1.9401794743463283,1.275362800412609,1.8505942549489476,0.11243542932978817
GJ 3323 c,GJ 3323,1.32,0.17,176.07,0.1264,3159.0,-2.56864,0.164,5.574,1.1969481893889715,1.8748743759385615,0.15700374880966467,3.7266568184479665,0.11243542932978817
GJ 3341 b,GJ 3341,2.46,0.31,395.58,0.089,3526.0,-1.538,0.4699999999999999,3.538,2.028148247292285,1.235471471385307,1.7232122107809786,2.721755848158322,0.3639484279052307
GJ 338 B b,GJ 338 B,3.25,0.109,391.0,0.142,4014.0,-1.10127,0.64,4.0,2.451005098112319,0.9932517730102834,1.6978598304964525,3.2356149408724773,0.4574248470388754
GJ 341 b,GJ 341,0.88,0.0,629.0,0.102,3770.0,-1.31072,0.48,3.152,1.6094379124341003,1.269760544863939,2.6946271807700692,2.149067879151504,0.4098554564094573
GJ 3470 b,GJ 3470,4.57,0.017,593.5,0.0354999999999999,3600.0,-1.5376,0.539,1.65,2.7013612129514133,0.5877866649021191,3.422906686824305,1.467102068414279,0.4363175715909291
GJ 3473 b,GJ 3473,1.264,0.0,773.0,0.01589,3347.0,-1.82391,0.36,3.608,1.0508216248317612,1.7967470107390942,4.100989104940769,0.7875494483368497,0.31042155942127037
GJ 3473 c,GJ 3473,2.63,0.0,329.1,0.0876,3347.0,-1.82391,0.36,3.682,2.1294214739848565,1.1755733298042381,1.0818051703517284,2.8039056867457313,0.31042155942127037
GJ 357 b,GJ 357,1.2,0.0434,518.0,0.036,3505.0,-1.79833,0.342,6.054,1.0438040521731147,1.8870696490323797,2.6100697927420065,1.5954606845032409,0.29042829811980614
GJ 357 c,GJ 357,1.66,0.0328,401.2,0.061,3505.0,-1.79833,0.342,5.686000000000001,1.4816045409242156,1.6253112615903906,1.695615608675153,2.314977982924007,0.29042829811980614
GJ 357 d,GJ 357,2.34,0.2894,219.6,0.204,3505.0,-1.79833,0.342,2.144,1.9600947840472698,1.2864740258376797,0.32208349916911333,4.037086143381819,0.29042829811980614
GJ 3634 b,GJ 3634,2.83,0.08,695.5,0.0287,3517.0,-1.699,0.45,5.0,2.2407096892759584,1.1118575154181303,3.7436885195216645,1.2935237039964707,0.35767444427181583
GJ 367 b,GJ 367,0.699,0.06,1365.0,0.00709,3522.0,-1.5391,0.455,6.029,0.4904188139883281,2.4159137783010487,6.363028103540465,0.27908711641304856,0.37706563358646644
GJ 367 c,GJ 367,1.86,0.09,482.73,0.102,3522.0,-1.5391,0.455,2.896,1.635105659182678,1.5107219394949427,2.4058491997118767,2.5281337497221,0.37706563358646644
GJ 367 d,GJ 367,2.33,0.14,326.49,0.102,3522.0,-1.5391,0.455,4.626,1.9501867058225737,1.2864740258376797,1.1510862247606373,3.565835730270357,0.37706563358646644
GJ 3779 b,GJ 3779,2.75,0.07,498.91,0.026,3324.0,-2.06198,0.27,4.324,2.1972245773362196,1.1346227261911428,2.5375912869220056,1.392077605875618,0.24764102291459722
GJ 3929 b,GJ 3929,1.09,0.0,568.0,0.0252,3384.0,-1.96257,0.313,7.1,1.0116009116784799,2.1162555148025524,2.9069010598473755,1.2854334293562937,0.2776317365982795
GJ 3929 c,GJ 3929,2.26,0.0,317.0,0.081,3384.0,-1.96257,0.313,7.1,1.9035989509835904,1.3137236682850553,0.9858167945227653,2.7750856024383683,0.2776317365982795
GJ 393 b,GJ 393,1.17,0.1102399999999999,485.0,0.05402,3579.0,-1.57073,0.426,4.907,0.9969486348916093,1.927164106234258,2.3233676321765744,2.0827846971029684,0.3548733219921042
GJ 3942 b,GJ 3942,2.57,0.121,590.0,0.0608,3867.0,-1.12,0.63,2.73,2.096790180014449,1.1969481893889715,3.1754430263702433,2.0674954706614352,0.4762341789963716
GJ 3988 b,GJ 3988,1.74,0.0,348.0,0.0405,3273.0,-2.39513,0.1842,5.369,1.545432582458188,1.578978704949392,1.2383742310432684,2.0724421026595907,0.18010242968507312
GJ 3998 b,GJ 3998,1.39,0.0,666.9,0.03,3726.0,-1.358,0.52,8.38,1.252762968495368,1.8115620965242347,3.8918202981106265,1.2948175744664798,0.4054651081081644
GJ 3998 c,GJ 3998,2.5,0.0,389.9,0.09,3726.0,-1.358,0.52,8.38,2.05668455455722,1.2237754316221157,1.8562979903656263,2.6896825437440253,0.4054651081081644
GJ 3998 d,GJ 3998,2.34,0.0,289.74,0.189,3726.0,-1.358,0.52,8.38,1.9558604799084813,1.2809338454620645,0.7884573603642702,3.7560707036542595,0.4054651081081644
GJ 411 b,GJ 411,1.45,0.063,349.83,0.07879,3719.0,-1.70997,0.3899,8.047,1.3056264580524357,1.766441661243765,1.4182774069729414,2.6347193627991747,0.31371524949859664
GJ 414 A b,GJ 414 A,2.63,0.45,308.6,0.2324,4120.0,-0.92445,0.65,12.4,2.151762203259462,1.1939224684724346,0.924934298181751,3.9473901492654373,0.5187937934151676
GJ 414 A c,GJ 414 A,8.4,0.105,124.7,1.4,4120.0,-0.92445,0.65,12.4,4.004237489415957,0.40479821912046066,0.09342936521957348,6.621179261292875,0.5187937934151676
GJ 422 b,GJ 422,3.33,0.11,385.9,0.111,3323.0,-1.95861,0.35,4.1297,2.4907230351094403,0.9745596399981308,1.6201631063764825,3.0506465044313833,0.3150501272429768
GJ 4274 b,GJ 4274,1.53,0.01868,574.4,0.0153,3228.0,-2.46218,0.18,0.12,1.3787660946990992,1.715598108262491,2.7536607123542622,0.9684656375282641,0.173953307123438
GJ 4274 c,GJ 4274,2.83,0.18673,158.88000000000002,0.186,3228.0,-2.46218,0.18,0.12,2.2396452932201716,1.1085626195212777,0.09531017980432487,4.256605125012738,0.173953307123438
GJ 4276 b,GJ 4276,4.22,0.37,389.25,0.082,3387.0,-1.70553,0.406,6.9,2.866192902199006,0.7929925155296614,1.6168897031797116,2.6638893053164403,0.341459778132252
GJ 433 b,GJ 433,2.33,0.04,549.13,0.062,3461.0,-1.69897,0.48,5.7780000000000005,1.9520342157632733,1.2892326482767593,2.840981678273848,2.1247136198737024,0.4054651081081644
GJ 433 d,GJ 433,2.14,0.07,322.89,0.178,3461.0,-1.69897,0.48,4.98,1.8282521055870808,1.3686394258811698,0.897782423310775,3.6125112372227863,0.4054651081081644
GJ 436 b,GJ 436,4.17,0.13827,686.0,0.0291,3586.11,-1.585,0.4699999999999999,6.0,3.139832617527748,1.0296194171811583,3.415501258370827,1.2930499042400603,0.37500590062345585
GJ 463 b,GJ 463,13.1,0.146,256.776,3.53,3563.0,-1.52293,0.486,5.2747,6.986212037826481,1.2919836816486496,0.41786992166993586,8.14902386805177,0.39406706315579504
GJ 480 b,GJ 480,3.69,0.1,411.187,0.068,3381.0,-1.61155,0.45,3.4610000000000007,2.653241964607215,0.8919980393051105,1.8838199462763021,2.3577359374588935,0.37556588126207224
GJ 486 b,GJ 486,1.289,0.00086,696.3,0.01714,3317.0,-1.93892,0.312,4.0,1.3270750014599193,2.0360119837525,3.6938669956249752,0.9030519932097534,0.2808840179507816
GJ 514 b,GJ 514,2.13,0.45,202.0,0.4219999999999999,3728.0,-1.36653,0.51,0.8,1.8245492920510458,1.3762440252663892,0.2468600779315258,4.951804895032408,0.4054651081081644
GJ 536 b,GJ 536,2.41,0.0,451.0,0.0668,3641.0,-1.35291,0.528,4.2,1.9974177062012453,1.252762968495368,2.388762789235098,2.273026510752477,0.4246139269469252
GJ 536 c,GJ 536,2.3,0.0,290.5,0.1617,3641.0,-1.35291,0.528,4.2,1.9300710850255671,1.297463147413275,0.9902844117824814,3.5193062901421484,0.4246139269469252
GJ 581 b,GJ 581,4.79,0.0342,469.09,0.0399,3500.0,-1.90781,0.295,4.3,3.068052935133617,0.7030975114131134,2.400491963800215,1.85137966520908,0.2639015437863775
GJ 581 c,GJ 581,2.5,0.032,375.9,0.0718,3500.0,-1.90781,0.295,4.3,2.0554049638515943,1.2208299213923592,1.5876821687394453,2.6334056747726273,0.2639015437863775
GJ 581 e,GJ 581,1.38,0.012,603.75,0.02799,3500.0,-1.90781,0.295,4.3,1.247032293786383,1.8229350866965048,3.2576528478945,1.422650398080545,0.2639015437863775
GJ 625 b,GJ 625,1.49,0.13,307.62,0.078361,3499.0,-1.894,0.3,5.656000000000001,1.3402504226184837,1.7369512327330598,1.020380041470208,2.749064177192824,0.2700271372130601
GJ 649 b,GJ 649,10.8,0.083,311.06,1.112,3734.0,-1.361,0.51,0.44,4.418837342851509,0.30601302913650436,1.3065013842820503,6.398761310045116,0.4054651081081644
GJ 667 C b,GJ 667 C,2.25,0.2,717.515,0.050431,3350.0,-1.863,0.33,2.0,1.8991179875485544,1.3190856114264407,3.9182321874027215,2.1044999410206127,0.668536814587228
GJ 667 C c,GJ 667 C,1.77,0.02,455.4,0.125,3350.0,-1.863,0.33,2.0,1.5686159179138452,1.5623463049002497,2.4582809156994987,3.3721118007670587,0.668536814587228
GJ 667 C e,GJ 667 C,1.45,0.02,325.41,0.213,3350.0,-1.863,0.33,2.0,1.308332819650179,1.769854633840005,1.0803430894526604,4.146937012341271,0.668536814587228
GJ 667 C f,GJ 667 C,1.45,0.03,334.11,0.156,3350.0,-1.863,0.33,2.0,1.308332819650179,1.769854633840005,1.2538772980503416,3.6895292429554334,0.668536814587228
GJ 667 C g,GJ 667 C,1.99,0.08,255.66,0.549,3350.0,-1.863,0.33,2.0,1.7227665977411035,1.43746264769429,0.662681605544749,5.549853992363464,0.668536814587228
GJ 674 b,GJ 674,3.33,0.2,489.4,0.039,3600.0,-1.796,0.35,0.55,2.492378664626701,0.9745596399981308,2.390417428450961,1.7393778635463004,0.3108833296218433
GJ 676 A b,GJ 676 A,12.8,0.319,251.99,1.7350000000000003,3734.0,-1.04251,0.626,6.4607,7.51853236783607,1.7613002617433464,0.9024627301396613,6.958871507194398,0.5247285289349821
GJ 676 A d,GJ 676 A,1.78,0.192,727.4,0.039,3734.0,-1.04251,0.626,4.3580000000000005,1.571516058437942,1.551808799597464,3.9083471544593267,1.5262215072394636,0.5247285289349821
GJ 676 A e,GJ 676 A,2.47,0.152,361.68,0.181,3734.0,-1.04251,0.626,4.89,2.0378896649749554,1.2325602611778486,1.6050429807637787,3.596588162876524,0.5247285289349821
GJ 682 b,GJ 682,1.93,0.08,356.283,0.08,3028.0,-2.69897,0.27,5.9377,1.6863989535702286,1.4724720573609429,1.3693455895420732,2.9165808352485536,0.2610210550732149
GJ 682 c,GJ 682,2.89,0.1,319.837,0.176,3028.0,-2.69897,0.27,4.4907,2.272125885509337,1.091923300517313,0.9903386128173418,4.065945087700403,0.2610210550732149
GJ 685 b,GJ 685,2.95,0.0,418.383,0.1344,3816.0,-1.253,0.55,3.469,2.302585092994046,1.0750024230289759,2.1887692518594286,3.22525543183224,0.43178241642553783
GJ 687 b,GJ 687,4.32,0.17,347.16,0.163,3413.0,-1.672,0.4,5.647,2.9014215940827497,0.7747271675523681,1.4613705058819233,3.6671960592827775,0.34945897131842485
GJ 687 c,GJ 687,4.14,0.4,252.272,1.165,3413.0,-1.672,0.4,5.184699999999999,2.833213344056216,0.8064758658669486,1.0218532036955907,6.591072728396895,0.34945897131842485
GJ 720 A b,GJ 720 A,3.77,0.12,401.0,0.119,3837.0,-1.217,0.57,3.507999999999999,2.6837575085331657,0.8754687373538999,1.8188979659487277,3.0187649726645636,0.44468582126144574
GJ 724 b,GJ 724,3.27,0.577,611.0,0.04685,3799.0,-1.2909,0.5271,5.08,2.463853240590168,0.9895411936137477,3.1912990570979662,1.8084992408322529,0.4201960727081585
GJ 740 b,GJ 740,1.53,0.24,829.0,0.029,3913.0,-1.206,0.58,2.378,1.3762440252663892,1.7119945007591926,4.382026634673881,1.2171535553132287,0.44468582126144574
GJ 806 b,GJ 806,1.331,0.0214,940.0,0.01406,3600.0,-1.58528,0.413,5.0,1.0647107369924282,1.6863989535702286,4.875197323201151,0.6556133677898253,0.3467054129012419
GJ 806 c,GJ 806,2.28,0.07024,490.0,0.0523,3600.0,-1.58528,0.413,5.0,1.916922612182061,1.3056264580524357,2.3513752571634776,2.0334813693034572,0.3467054129012419
GJ 832 b,GJ 832,13.8,0.05,81.88,3.7,3472.0,-1.585,0.45,8.1,5.754634394263899,0.5056120567131033,0.014933796144204392,8.256866848974312,0.36572377945815027
GJ 849 b,GJ 849,13.9,0.029,262.64,2.3199999999999994,3467.0,-1.59,0.45,3.0,5.651860096296464,0.45805755822733496,0.7961063975486157,7.56336153475402,0.37156355643248307
GJ 86 b,GJ 86,12.9,0.04,726.5,0.11,5182.0,-0.38952,0.9300000000000002,11.3,7.248367932236253,1.5260563034950494,3.707086527826553,2.819288011576911,0.5709795465857378
GJ 876 b,GJ 876,13.3,0.0324,453.0,0.208317,3293.74,-1.90658,0.32,1.0,6.585100046404622,0.9895411936137477,2.1545159840955503,4.12901326400732,0.26236426446749106
GJ 876 c,GJ 876,14.0,0.25591,681.1,0.12959,3293.74,-1.90658,0.32,1.0,5.429278082813602,0.37500590062345585,3.0136747773745847,3.4368251093051554,0.26236426446749106
GJ 876 d,GJ 876,2.51,0.207,1056.585,0.02080665,3293.74,-1.90658,0.32,1.0,2.057962510002712,1.2149127443642704,5.1105949050679005,1.077654194076632,0.26236426446749106
GJ 876 e,GJ 876,3.92,0.055,307.69,0.3343,3293.74,-1.90658,0.32,1.0,2.747270914255491,0.8458682675776092,1.1034075290168137,4.8303915770972665,0.26236426446749106
GJ 887 b,GJ 887,1.8,0.14,426.0,0.0683,3688.0,-1.43415,0.495,2.9,1.589235205116581,1.541159071680806,2.174751721484161,2.328438007783149,0.38390093019232385
GJ 887 c,GJ 887,2.43,0.17,320.0,0.121,3688.0,-1.43415,0.495,2.9,2.0149030205422647,1.2499017362143359,1.252762968495368,3.126058535229565,0.38390093019232385
GJ 887 d,GJ 887,2.34,0.211,241.0,0.212,3688.0,-1.43415,0.495,2.9,1.9600947840472698,1.2864740258376797,0.5933268452777344,3.94681083091381,0.38390093019232385
GJ 887 e,GJ 887,1.12,0.0524,544.0,0.0417,3688.0,-1.43415,0.495,2.9,0.9001613499442714,1.9035989509835904,3.086486636822455,1.6909994660769065,0.38390093019232385
GJ 896 A b,GJ 896 A,13.3,0.35,250.38,0.63965,3345.0,-1.75523,0.43599,3.98,6.578267672688279,0.9858167945227653,0.5599639136678485,5.653856665886475,0.3326664322979379
GJ 9066 c,GJ 9066,9.6,0.46,299.0,0.8800000000000001,3154.0,-2.59517,0.15,4.1621,4.215735385239287,0.34712953109520095,0.9971260912270468,6.649450762574338,0.15186234930924608
GJ 9404 b,GJ 9404,3.48,0.49,711.5,0.0943,3811.0,-1.0,0.62,5.661,2.5572273113676265,0.9360933591703346,3.826915204047584,2.6712893932328634,0.48614822605987223
GJ 96 b,GJ 96,4.67,0.44,399.5,0.291,3785.0,-1.05159,0.6000000000000001,5.38,3.0281994636914926,0.7227059828014898,1.7811038325590203,4.316687793365541,0.45781211381356884
GJ 9689 b,GJ 9689,3.07,0.29,453.04,0.1139,3836.0,-1.2,0.5900000000000001,8.9,2.365559892155434,1.0402767116551463,2.190944336572415,2.958549482426275,0.4510756193602167
GJ 9773 b,GJ 9773,14.2,0.218,494.992,2.921,3528.0,-1.73666,0.358,4.859999999999999,5.156643341056515,0.2859305394129746,3.3372764870858136,7.994969522697877,0.30895420772732063
GJ 9827 b,GJ 9827,1.44,0.0,1035.01,0.0189,4236.0,-1.00436,0.62,5.465,1.66392609771817,2.1813210055010064,5.765191102784844,0.7925281543370242,0.4574248470388754
GJ 9827 c,GJ 9827,1.13,0.0,715.94,0.0395,4236.0,-1.00436,0.62,5.465,1.0508216248317612,2.097035850080787,4.304065093204169,1.536459179372926,0.4574248470388754
GJ 9827 d,GJ 9827,1.98,0.0,675.0,0.053,4236.0,-1.00436,0.62,5.465,1.3912819026309298,1.2556160374777745,3.580737295494233,1.974335160393801,0.4574248470388754
Gaia-1 b,Gaia-1,13.77583728,0.073853,1159.07,0.04047,5470.0,-0.1588,0.949,6.09,6.28217650686188,0.7514160886839212,6.05803639026952,1.3993398968803612,0.6688544879909007
Gaia-2 b,Gaia-2,14.81827249,0.0749,1213.23,0.0467,5720.0,0.0574,1.0,5.714,5.5632391597490205,0.3639484279052307,6.240321653088433,1.5457571353289168,0.7246458476193163
Gaia-4 b,Gaia-4,12.4,0.338,438.9,0.102,4034.0,-0.99957,0.644,6.8,8.229877772432191,2.468099531471619,3.195415941135374,6.349663329415057,0.4848922417394862
Gaia22dkvL b,Gaia22dkvL,14.1,0.3063099999999999,627.5319999999999,1.4,5549.0,-0.07632,1.145,3.8889,5.240882030168581,0.3133498192003587,3.5383657336131074,2.4950335327117,0.668536814587228
Gl 378 b,Gl 378,3.66,0.109,830.0,0.039435,3879.0,-1.22185,0.56,3.257,2.640484881606444,0.9001613499442714,4.438617282002491,1.5731887797589794,0.44468582126144574
Gl 410 b,Gl 410,2.83,0.0798,736.17,0.0531,3842.0,-1.239,0.55,0.48,2.2407096892759584,1.1118575154181303,4.0084425848412195,1.9487632180377197,0.43372857338102383
